id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_corner,att_freekick_miss,att_freekick_total,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,total_pull_back,accurate_flick_on,att_bx_left,att_bx_right,att_fastbreak,att_goal_high_left,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high_right,att_obox_post,att_obxd_left,att_one_on_one,att_post_left,att_sv_low_left,big_chance_scored,clean_sheet,hit_woodwork,outfielder_block,overrun,post_scoring_att,shot_fastbreak,total_fastbreak,total_flick_on,accurate_cross_nocorner,accurate_through_ball,assist_blocked_shot,att_goal_low_centre,att_hd_goal,att_post_high,att_sv_high_centre,att_sv_high_left,goal_fastbreak,shield_ball_oop,six_yard_block,foul_throw_in,hand_ball,interceptions_in_box,penalty_conceded,accurate_freekick_cross,assist_pass_lost,att_assist_setplay,att_cmiss_high_left,att_freekick_goal,att_freekick_target,att_goal_high_centre,att_goal_high_right,att_ibox_post,att_lg_centre,att_miss_high_left,att_pen_goal,att_pen_post,att_pen_target,att_sv_high_right,goal_assist_deadball,goal_assist_setplay,penalty_won,second_goal_assist,times_tackled,winning_goal,accurate_pull_back,clearance_off_line,att_cmiss_high_right,assist_penalty_won,gk_smother,att_goal_low_right,att_obx_left,assist_own_goal,accurate_goal_kicks,goal_kicks,own_goals,last_man_tackle,assist_attempt_saved,assist_free_kick_won,assist_handball_won,dangerous_play,att_obx_right,red_card,second_yellow,att_obxd_right,att_post_right,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_hd_post,att_freekick_post,assist_post,att_obp_goal,att_lg_right,fifty_fifty,rescinded_red_card
12817,160846.0,Allan Saint-Maximin,Allan,Saint-Maximin,1997-03-12,France,France,10.0,F,Left/Right Winger,274,94.0,14.0,,7.0,254.0,,8.0,21.0,341.0,5.0,23.0,9.0,26.0,6.0,193.0,97.0,14.0,32.0,29.0,7.0,1.0,,2.0,3.0,,,,,1.0,4.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,10.0,,8.0,13.0,32.0,42.0,2.0,17.0,42.0,1.0,7.0,6.0,119.0,115.0,8.0,4.0,2.0,18.0,14.0,14.0,0.0,30.0,15.0,51.0,8.0,163.0,190.0,2.0,4.0,1.0,,,34.0,14.0,18.0,,95.0,23.0,3.0,22.0,21.0,1.0,3.0,4.0,3.0,3.0,1.0,12.0,9.0,9.0,82.0,18.0,8.0,8.0,3.0,1870.0,,14.0,19.0,21.0,428.0,113.0,60.0,44.0,2.0,329.0,329.0,19.0,56.0,40.0,18.0,135.0,11.0,166.0,338.0,3.0,33.0,110.0,23.0,4.0,180.0,0.0,45.0,45.0,216.0,366.0,5.0,8.0,35.0,3.0,431.0,46.0,14.0,3.0,13.0,2.0,6.0,971.0,88.0,73.0,73.0,48.0,10.0,121.0,22.0,8.0,,9.0,,5.0,1.0,3.0,,,3.0,,2.0,1.0,,2.0,,5.0,1.0,2.0,2.0,2.0,14.0,2.0,3.0,3.0,2.0,7.0,,1.0,,1.0,1.0,0.0,,0.0,,3.0,,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,11.0,0.0,6.0,,,,,3.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20745,314732.0,Romain Saïss,Romain,Saïss,1990-03-26,France,Morocco,26.0,D,Centre Central Defender,274,799.0,74.0,,1.0,479.0,25.0,1.0,134.0,1277.0,7.0,68.0,120.0,33.0,26.0,194.0,103.0,18.0,6.0,11.0,11.0,1.0,,2.0,11.0,,2.0,1.0,7.0,12.0,3.0,9.0,4.0,2.0,8.0,3.0,3.0,4.0,2.0,,2.0,2.0,6.0,5.0,,,1.0,6.0,2.0,,112.0,185.0,2.0,5.0,6.0,31.0,5.0,14.0,,3.0,6.0,5.0,10.0,132.0,205.0,6.0,121.0,66.0,,3.0,213.0,,43.0,,798.0,31.0,2.0,34.0,32.0,2.0,1.0,1.0,,,66.0,194.0,55.0,55.0,151.0,377.0,239.0,9.0,22.0,2706.0,11.0,6.0,6.0,8.0,1593.0,375.0,36.0,27.0,1.0,386.0,386.0,,125.0,60.0,31.0,567.0,11.0,140.0,1245.0,15.0,12.0,949.0,179.0,121.0,10.0,,9.0,9.0,245.0,688.0,108.0,1.0,307.0,2.0,1628.0,24.0,2.0,2.0,55.0,1.0,8.0,2037.0,28.0,13.0,13.0,24.0,14.0,7.0,3.0,38.0,10.0,,1.0,,1.0,,,4.0,2.0,1.0,,,,,,3.0,2.0,10.0,,16.0,1.0,,,,3.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,1.0,4.0,,,,,,,,,,,,1.0,,,,0.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6251,131640.0,Henri Saivet,Henri,Saivet,1990-10-26,Senegal,Senegal,,M,Midfielder,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49481,135654.0,Bukayo Saka,Bukayo,Saka,2001-09-05,England,England,77.0,F,Left Winger,274,247.0,14.0,1.0,8.0,311.0,5.0,8.0,18.0,550.0,88.0,41.0,7.0,26.0,8.0,173.0,91.0,9.0,4.0,15.0,4.0,1.0,,,,,,,,,4.0,1.0,3.0,1.0,5.0,2.0,,,,,3.0,,4.0,13.0,,2.0,8.0,,1.0,1.0,187.0,87.0,6.0,1.0,8.0,34.0,4.0,18.0,9.0,47.0,10.0,22.0,10.0,120.0,103.0,8.0,11.0,6.0,,,61.0,4.0,22.0,1.0,235.0,19.0,1.0,18.0,17.0,1.0,1.0,5.0,4.0,5.0,6.0,24.0,12.0,12.0,69.0,43.0,26.0,7.0,8.0,1753.0,7.0,8.0,13.0,4.0,666.0,237.0,25.0,61.0,2.0,294.0,294.0,11.0,46.0,30.0,34.0,184.0,5.0,177.0,541.0,9.0,21.0,291.0,35.0,11.0,55.0,9.0,67.0,58.0,232.0,451.0,16.0,8.0,35.0,10.0,675.0,13.0,9.0,7.0,36.0,5.0,98.0,1132.0,60.0,42.0,42.0,28.0,9.0,32.0,19.0,21.0,6.0,4.0,0.0,2.0,3.0,2.0,,,1.0,1.0,1.0,1.0,,,,1.0,,4.0,1.0,3.0,7.0,1.0,2.0,2.0,1.0,7.0,2.0,,,,1.0,,,,3.0,1.0,1.0,5.0,2.0,,,1.0,1.0,,,,,0.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,315859.0,Mamadou Sakho,Mamadou,Sakho,1990-02-13,France,France,75.0,D,Centre Central Defender,274,346.0,28.0,,,126.0,2.0,,28.0,472.0,0.0,17.0,17.0,14.0,1.0,101.0,49.0,0.0,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,27.0,67.0,,,2.0,12.0,,3.0,,,,5.0,3.0,28.0,30.0,2.0,44.0,21.0,1.0,1.0,44.0,,3.0,,228.0,11.0,0.0,21.0,19.0,2.0,,,,,21.0,38.0,20.0,20.0,99.0,89.0,71.0,7.0,8.0,931.0,4.0,,1.0,0.0,523.0,73.0,6.0,3.0,,79.0,79.0,,49.0,18.0,12.0,184.0,,32.0,459.0,7.0,1.0,378.0,44.0,44.0,5.0,,,,51.0,160.0,11.0,,47.0,,538.0,0.0,2.0,3.0,7.0,,0.0,656.0,3.0,6.0,6.0,2.0,4.0,4.0,,5.0,1.0,,,,,,,,0.0,,,,,,,,0.0,,,5.0,,,,,1.0,,,,,0.0,,,,,,,,1.0,6.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
10004,21262.0,Bakary Sako,Bakary,Sako,1988-04-26,France,Mali,,M,Midfielder,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66204,289352.0,William Saliba,William,Saliba,2001-03-24,France,France,2.0,D,Central Defender,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20490,289138.0,Mbwana Samatta,Mbwana,Samatta,1992-12-23,Tanzania,Tanzania,70.0,F,Centre Striker,274,14.0,5.0,,1.0,104.0,,7.0,5.0,117.0,1.0,72.0,42.0,14.0,5.0,86.0,59.0,16.0,1.0,10.0,13.0,1.0,0.0,1.0,2.0,,,0.0,6.0,9.0,5.0,8.0,2.0,0.0,4.0,5.0,2.0,2.0,,,1.0,,1.0,13.0,,,3.0,2.0,2.0,,48.0,24.0,1.0,3.0,,13.0,5.0,7.0,,3.0,,12.0,4.0,105.0,73.0,,6.0,2.0,,,22.0,5.0,9.0,,40.0,11.0,1.0,18.0,14.0,4.0,1.0,,,,2.0,51.0,1.0,1.0,31.0,10.0,5.0,8.0,2.0,946.0,,3.0,7.0,3.0,171.0,36.0,38.0,7.0,2.0,101.0,101.0,5.0,3.0,16.0,13.0,53.0,9.0,63.0,117.0,7.0,10.0,23.0,7.0,6.0,15.0,,3.0,3.0,94.0,152.0,,10.0,6.0,8.0,172.0,17.0,6.0,3.0,6.0,,1.0,306.0,34.0,26.0,26.0,18.0,2.0,9.0,5.0,4.0,1.0,,3.0,,,,,2.0,1.0,,0.0,,,,,0.0,1.0,,,,,,,,28.0,1.0,,,1.0,1.0,,0.0,,,,2.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15257,268901.0,Austin Samuels,Austin,Samuels,2000-11-20,England,England,14.0,F,Centre Striker,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14538,161400.0,Robert Sánchez,Robert,Sánchez,1997-11-18,Spain,Spain,25.0,G,Goalkeeper,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14554,268742.0,Max Sanders,Max,Sanders,1999-01-04,England,England,6.0,M,Centre Central Midfielder,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15218,315669.0,Dion Sanderson,Dion,Sanderson,1999-12-15,England,England,,D,Centre/Right Full Back,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33238,303342.0,Philippe Sandler,Philippe,Sandler,1997-02-10,Netherlands,Netherlands,13.0,D,Defender,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,184687.0,Leroy Sané,Leroy,Sané,1996-01-11,Germany,Germany,10.0,F,Left/Centre/Right Winger,274,1.0,,,,5.0,,,,6.0,,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,1.0,,2.0,1.0,,,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,7.0,2.0,1.0,,,1.0,1.0,,,1.0,,4.0,1.0,4.0,6.0,,,1.0,,,,,,,5.0,6.0,,,,,7.0,2.0,,1.0,,,,9.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14463,283457.0,Matija Sarkic,Matija,Sarkic,1997-07-23,England,Montenegro,13.0,G,Goalkeeper,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70150,302950.0,Christian Saydee,Christian,Saydee,2002-05-10,England,England,15.0,F,Centre Striker,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,275377.0,Fabian Schär,Fabian,Schär,1991-12-20,Switzerland,Switzerland,,D,Defender,274,363.0,78.0,,1.0,207.0,9.0,1.0,94.0,569.0,20.0,34.0,34.0,22.0,21.0,197.0,91.0,10.0,10.0,4.0,7.0,1.0,0.0,1.0,4.0,,1.0,2.0,5.0,6.0,1.0,5.0,2.0,,3.0,4.0,1.0,3.0,4.0,,4.0,2.0,9.0,12.0,1.0,3.0,11.0,3.0,0.0,,35.0,112.0,,1.0,2.0,24.0,5.0,21.0,,3.0,9.0,5.0,3.0,95.0,113.0,2.0,72.0,30.0,2.0,,141.0,1.0,29.0,,370.0,18.0,2.0,37.0,32.0,5.0,1.0,,,,30.0,69.0,47.0,47.0,261.0,212.0,108.0,14.0,13.0,1633.0,7.0,1.0,3.0,6.0,715.0,72.0,96.0,37.0,2.0,242.0,242.0,3.0,65.0,44.0,24.0,95.0,9.0,88.0,534.0,17.0,4.0,412.0,166.0,72.0,24.0,,12.0,12.0,166.0,361.0,42.0,1.0,207.0,2.0,761.0,20.0,3.0,4.0,39.0,1.0,23.0,1119.0,21.0,14.0,14.0,25.0,5.0,16.0,6.0,21.0,5.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,1.0,1.0,4.0,,18.0,1.0,,1.0,1.0,,1.0,,1.0,,,,3.0,,,1.0,1.0,,1.0,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16234,90688.0,Ezequiel Schelotto,Ezequiel,Schelotto,1989-05-23,Argentina,Argentina,21.0,D,Defender,274,38.0,3.0,,1.0,46.0,,,3.0,83.0,37.0,2.0,6.0,8.0,4.0,22.0,12.0,4.0,,,1.0,,,1.0,,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,4.0,,,3.0,,,1.0,19.0,25.0,,0.0,1.0,7.0,2.0,6.0,,9.0,6.0,6.0,3.0,24.0,19.0,1.0,13.0,7.0,,,12.0,2.0,7.0,,37.0,4.0,,7.0,7.0,,,,,,7.0,14.0,7.0,7.0,59.0,9.0,4.0,2.0,3.0,362.0,1.0,,,1.0,121.0,2.0,40.0,20.0,1.0,79.0,79.0,2.0,19.0,4.0,7.0,6.0,1.0,27.0,83.0,3.0,,56.0,9.0,13.0,8.0,,15.0,15.0,37.0,80.0,3.0,,8.0,1.0,121.0,4.0,4.0,4.0,4.0,,39.0,248.0,8.0,13.0,13.0,4.0,3.0,5.0,3.0,3.0,2.0,,1.0,1.0,1.0,0.0,,1.0,,,,,,,,,,,,,3.0,,0.0,0.0,1.0,1.0,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
8980,42702.0,Jeffrey Schlupp,Jeffrey,Schlupp,1992-12-23,Germany,Ghana,15.0,M,Left Winger,274,87.0,3.0,,2.0,153.0,1.0,5.0,9.0,238.0,11.0,24.0,20.0,17.0,12.0,105.0,49.0,9.0,9.0,6.0,3.0,,,1.0,4.0,,,1.0,,,3.0,1.0,2.0,5.0,14.0,,,2.0,3.0,,1.0,5.0,9.0,13.0,1.0,2.0,4.0,1.0,4.0,,59.0,42.0,2.0,2.0,5.0,17.0,6.0,10.0,,9.0,,16.0,3.0,77.0,63.0,5.0,10.0,6.0,,,63.0,7.0,17.0,,122.0,11.0,3.0,16.0,16.0,,2.0,1.0,1.0,1.0,6.0,37.0,13.0,13.0,66.0,45.0,16.0,8.0,5.0,1034.0,,3.0,4.0,10.0,311.0,110.0,17.0,17.0,,151.0,151.0,6.0,18.0,18.0,17.0,67.0,2.0,91.0,235.0,8.0,7.0,99.0,19.0,10.0,24.0,,9.0,9.0,137.0,224.0,7.0,5.0,30.0,1.0,314.0,18.0,6.0,6.0,18.0,1.0,18.0,532.0,31.0,25.0,25.0,12.0,6.0,13.0,10.0,9.0,2.0,2.0,8.0,5.0,,1.0,,,3.0,2.0,,,,1.0,,1.0,1.0,1.0,,3.0,6.0,,1.0,1.0,13.0,2.0,,,1.0,,,0.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,11230.0,Kasper Schmeichel,Kasper,Schmeichel,1986-11-05,Denmark,Denmark,1.0,G,Goalkeeper,274,715.0,140.0,,,64.0,30.0,,248.0,779.0,,2.0,10.0,38.0,,256.0,124.0,,1.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,0.0,,,,0.0,1.0,,,,,262.0,2.0,,,1.0,,1.0,,,,0.0,8.0,4.0,14.0,,12.0,2.0,1.0,1.0,96.0,,,,481.0,38.0,,41.0,39.0,2.0,,,,,2.0,3.0,1.0,1.0,298.0,245.0,65.0,12.0,17.0,3420.0,0.0,1.0,2.0,0.0,620.0,63.0,69.0,12.0,8.0,266.0,266.0,,39.0,4.0,1.0,254.0,1.0,21.0,492.0,0.0,3.0,789.0,219.0,12.0,1.0,,,,96.0,244.0,135.0,,494.0,,1033.0,1.0,,,1.0,,,1341.0,,1.0,1.0,7.0,18.0,,,1.0,2.0,,,,,,,,,,,,,,,0.0,,13.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,0.0,,,,1.0,,,,,,,,,,,,,,,,5.0,,,,197.0,241.0,,1.0,,,,,,,,,,7.0,155.0,2.0,1.0,19.0,44.0,14.0,205.0,159.0,10.0,2.0,8.0,70.0,26.0,96.0,11.0,10.0,14.0,8.0,,,,,,,
4615,258394.0,Morgan Schneiderlin,Morgan,Schneiderlin,1989-11-08,France,France,6.0,M,Centre Defensive Midfielder,274,230.0,40.0,,1.0,254.0,2.0,3.0,54.0,483.0,,11.0,17.0,15.0,12.0,81.0,34.0,2.0,4.0,4.0,2.0,,1.0,,3.0,,,,,,1.0,1.0,,,1.0,1.0,4.0,,,,4.0,,4.0,3.0,,,5.0,,,,74.0,55.0,,,1.0,16.0,1.0,16.0,,,7.0,4.0,2.0,48.0,52.0,1.0,19.0,9.0,,1.0,72.0,,18.0,1.0,177.0,12.0,,20.0,17.0,3.0,,,,,9.0,32.0,21.0,21.0,171.0,94.0,72.0,9.0,5.0,1004.0,0.0,1.0,3.0,,544.0,49.0,124.0,15.0,,97.0,97.0,4.0,18.0,33.0,16.0,139.0,5.0,96.0,466.0,10.0,4.0,252.0,60.0,19.0,3.0,,8.0,8.0,129.0,317.0,16.0,3.0,82.0,,561.0,6.0,5.0,3.0,31.0,1.0,,700.0,5.0,7.0,7.0,2.0,4.0,3.0,2.0,22.0,4.0,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,4.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25089,171575.0,Ken Sema,Ken,Sema,1993-09-30,Sweden,Sweden,12.0,M,Right Winger,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65981,299634.0,Joel Senior,Joel,Senior,1999-06-24,England,England,2.0,D,Right Full Back,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14656,287667.0,Ryan Sessegnon,Ryan,Sessegnon,2000-05-18,England,England,,M,Midfielder,274,33.0,4.0,,1.0,91.0,1.0,2.0,4.0,123.0,21.0,5.0,6.0,6.0,4.0,22.0,17.0,1.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,34.0,18.0,,,2.0,9.0,1.0,3.0,1.0,6.0,6.0,1.0,2.0,15.0,18.0,2.0,10.0,8.0,,,18.0,,4.0,,65.0,4.0,,5.0,4.0,1.0,,,,,8.0,11.0,3.0,3.0,5.0,19.0,12.0,1.0,1.0,342.0,,,2.0,,158.0,72.0,2.0,14.0,1.0,65.0,65.0,3.0,9.0,6.0,9.0,55.0,,42.0,122.0,,2.0,45.0,13.0,10.0,6.0,1.0,13.0,12.0,57.0,127.0,4.0,2.0,11.0,2.0,159.0,1.0,1.0,2.0,6.0,,24.0,242.0,9.0,10.0,10.0,2.0,3.0,4.0,6.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
