id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_pass,accurate_pull_back,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_pass,challenge_lost,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,goals_conceded,goals_conceded_ibox,hand_ball,head_clearance,head_pass,leftside_pass,long_pass_own_to_opp,losses,mins_played,open_play_pass,overrun,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_launches,accurate_long_balls,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_right,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_obx_right,att_openplay,att_post_left,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_cross,blocked_scoring_att,corner_taken,dangerous_play,dispossessed,effective_blocked_cross,error_lead_to_shot,fouled_final_third,game_started,goals_conceded_obox,hit_woodwork,interception,interception_won,long_pass_own_to_opp_success,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,pen_goals_conceded,poss_won_att_3rd,post_scoring_att,shot_off_target,total_att_assist,total_corners_intobox,total_scoring_att,total_sub_off,wins,won_contest,clean_sheet,interceptions_in_box,second_goal_assist,yellow_card,att_cmiss_left,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_low_left,att_hd_goal,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high,att_miss_high_left,att_obox_post,att_post_high,att_post_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_left,big_chance_created,big_chance_scored,goals,goals_openplay,last_man_tackle,shield_ball_oop,total_offside,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_assist_setplay,att_bx_left,error_lead_to_goal,freekick_cross,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,six_yard_block,total_through_ball,own_goals,penalty_conceded,assist_penalty_won,att_fastbreak,att_goal_low_centre,att_goal_low_right,att_obox_goal,att_one_on_one,att_rf_goal,goal_fastbreak,penalty_won,shot_fastbreak,total_fastbreak,att_cmiss_high,touches_in_opp_box,accurate_goal_kicks,accurate_keeper_throws,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,saved_ibox,saves,total_high_claim,assist_attempt_saved,att_goal_high_right,att_hd_post,att_pen_goal,att_pen_miss,red_card,second_yellow,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_goal_high_left,att_lg_centre,clearance_off_line,foul_throw_in,att_cmiss_high_right,assist_pass_lost,assist_own_goal,att_obxd_left,att_obx_left,diving_save,attempts_obox,assist_blocked_shot,assist_free_kick_won,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,gk_smother,penalty_faced,punches,saved_obox,stand_catch,stand_save,total_keeper_sweeper,assist_handball_won,assist_post,att_obxd_right,att_lg_left,attempts_ibox,att_obp_goal,att_corner,penalty_save,att_pen_target,att_pen_post
8710,301369.0,Patrick Roberts,Patrick,Roberts,1997-02-05,England,England,77.0,M,Left/Centre/Right Attacking Midfielder,42,0.0,1.0,2.0,1.0,3.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,4.0,3.0,,,,,1.0,1.0,,,,1.0,1.0,3.0,,1.0,,,,,,1.0,,2.0,,1.0,,3.0,,1.0,,1.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14624,190129.0,Antonee Robinson,Antonee,Robinson,1997-08-08,England,United States,33.0,D,Left Full Back,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,130764.0,Joel Robles,Joel,Robles,1990-06-17,Spain,Spain,1.0,G,Goalkeeper,42,13.0,125.0,69.0,,194.0,,,1.0,1.0,13.0,,126.0,82.0,,133.0,3.0,1.0,,,3.0,2.0,3.0,9.0,1.0,95.0,,348.0,20.0,18.0,,1.0,1.0,39.0,265.0,7.0,1170.0,225.0,,39.0,35.0,11.0,232.0,231.0,16.0,,3.0,34.0,12.0,112.0,1.0,158.0,3.0,10.0,1.0,,,95.0,,263.0,175.0,,319.0,421.0,,,,,569.0,,,1.0,,,2.0,,,,42.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,,,,70.0,12.0,,,,,,1.0,,,,,,,,3.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,65.0,51.0,133.0,22.0,95.0,55.0,25.0,46.0,23.0,,,,,,,,,,,,,,,,,,,,25.0,,,,6.0,2.0,1.0,13.0,7.0,2.0,5.0,21.0,4.0,5.0,8.0,,,,,,,,,,
10510,90912.0,Thomas Robson,Thomas,Robson,1995-09-11,England,England,,D,Defender,42,3.0,11.0,14.0,,25.0,,15.0,1.0,2.0,1.0,,9.0,12.0,7.0,5.0,1.0,1.0,1.0,,1.0,4.0,9.0,2.0,,10.0,,19.0,2.0,2.0,,,6.0,1.0,9.0,,90.0,34.0,,13.0,,1.0,16.0,15.0,3.0,2.0,1.0,9.0,9.0,24.0,,12.0,1.0,3.0,3.0,1.0,1.0,15.0,,25.0,7.0,,8.0,36.0,,,4.0,16.0,70.0,,,1.0,,2.0,1.0,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,2.0,,,1.0,,,1.0,1.0,4.0,2.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13796,259532.0,Joe Rodon,Joe,Rodon,1997-10-22,Wales,Wales,14.0,D,Centre Central Defender,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,95187.0,Jay Rodriguez,Jay,Rodriguez,1989-07-29,England,England,19.0,F,Left/Centre/Right Second Striker,42,32.0,21.0,54.0,5.0,73.0,,,8.0,7.0,12.0,3.0,33.0,17.0,26.0,17.0,9.0,4.0,2.0,2.0,5.0,29.0,18.0,2.0,2.0,15.0,4.0,36.0,6.0,6.0,,2.0,12.0,10.0,8.0,1.0,346.0,92.0,1.0,24.0,12.0,4.0,50.0,50.0,6.0,6.0,9.0,22.0,32.0,71.0,7.0,26.0,3.0,2.0,14.0,4.0,4.0,44.0,11.0,72.0,,6.0,2.0,94.0,1.0,9.0,5.0,,170.0,12.0,12.0,1.0,6.0,3.0,2.0,2.0,2.0,6.0,,1.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,6.0,,3.0,,2.0,1.0,2.0,3.0,2.0,1.0,3.0,6.0,,17.0,,6.0,12.0,,1.0,,2.0,3.0,4.0,,,4.0,3.0,,1.0,3.0,,,2.0,2.0,3.0,,1.0,1.0,2.0,6.0,1.0,1.0,5.0,,7.0,3.0,,17.0,3.0,6.0,5.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,3.0,,,2.0,,,,,,,3.0,,,1.0,,3.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,311676.0,Jack Rodwell,Jack,Rodwell,1991-03-11,England,England,,M,Midfielder,42,81.0,139.0,198.0,18.0,337.0,,1.0,18.0,25.0,22.0,7.0,143.0,86.0,65.0,53.0,10.0,10.0,3.0,3.0,8.0,55.0,63.0,12.0,5.0,79.0,17.0,160.0,28.0,27.0,1.0,8.0,80.0,93.0,64.0,12.0,1158.0,436.0,,93.0,51.0,14.0,140.0,135.0,20.0,31.0,10.0,128.0,100.0,329.0,5.0,165.0,29.0,17.0,7.0,6.0,6.0,151.0,28.0,287.0,13.0,18.0,47.0,446.0,,13.0,25.0,1.0,588.0,7.0,7.0,7.0,5.0,22.0,11.0,,,5.0,2.0,17.0,14.0,11.0,,1.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,7.0,1.0,1.0,4.0,4.0,7.0,2.0,13.0,,20.0,,1.0,13.0,2.0,4.0,,3.0,,6.0,,1.0,11.0,,,1.0,9.0,1.0,1.0,14.0,14.0,31.0,5.0,1.0,6.0,8.0,7.0,7.0,5.0,2.0,1.0,12.0,14.0,,25.0,1.0,2.0,6.0,,,,5.0,,,,,,1.0,,3.0,1.0,1.0,3.0,2.0,,1.0,,2.0,,,,1.0,1.0,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10472,295821.0,Marcos Rojo,Marcos,Rojo,1990-03-20,Argentina,Argentina,6.0,D,Left/Centre Central Defender,42,48.0,201.0,322.0,2.0,512.0,,111.0,24.0,30.0,16.0,14.0,106.0,51.0,109.0,88.0,34.0,15.0,39.0,14.0,3.0,73.0,89.0,24.0,14.0,108.0,20.0,348.0,11.0,11.0,,18.0,86.0,38.0,151.0,3.0,1253.0,693.0,,298.0,6.0,65.0,298.0,290.0,56.0,27.0,34.0,205.0,161.0,505.0,11.0,270.0,46.0,32.0,10.0,53.0,53.0,224.0,5.0,483.0,54.0,2.0,92.0,700.0,,1.0,43.0,143.0,1075.0,6.0,6.0,12.0,7.0,32.0,21.0,11.0,11.0,1.0,8.0,26.0,9.0,2.0,,,2.0,2.0,1.0,2.0,,1.0,1.0,6.0,,1.0,2.0,2.0,2.0,,4.0,,5.0,,,,1.0,,,,6.0,3.0,,,8.0,6.0,,1.0,15.0,,,28.0,28.0,70.0,5.0,,5.0,5.0,1.0,5.0,1.0,5.0,,4.0,10.0,,8.0,6.0,10.0,4.0,5.0,2.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13555,19603.0,Sergio Romero,Sergio,Romero,1987-02-22,Argentina,Argentina,22.0,G,Goalkeeper,42,4.0,54.0,10.0,,64.0,,,,,4.0,,21.0,9.0,,44.0,,,,,1.0,,,2.0,,22.0,,83.0,2.0,2.0,,,,22.0,46.0,1.0,360.0,78.0,,5.0,8.0,2.0,51.0,51.0,4.0,,,10.0,4.0,46.0,,69.0,9.0,2.0,,,,22.0,,46.0,38.0,,71.0,115.0,,,,,155.0,,,,,,6.0,,,,8.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,10.0,1.0,,,,,,,,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,24.0,17.0,6.0,34.0,24.0,4.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,3.0,1.0,1.0,3.0,,,,,,,,,,
4286,20061.0,Oriol Romeu,Oriol,Romeu,1991-09-24,Spain,Spain,6.0,M,Centre Defensive Midfielder,42,114.0,325.0,383.0,9.0,708.0,,2.0,28.0,25.0,29.0,25.0,138.0,96.0,105.0,124.0,40.0,37.0,,1.0,4.0,111.0,132.0,30.0,9.0,150.0,28.0,304.0,21.0,17.0,2.0,9.0,93.0,194.0,146.0,7.0,1606.0,819.0,3.0,113.0,76.0,27.0,166.0,165.0,52.0,68.0,40.0,230.0,158.0,694.0,33.0,356.0,67.0,31.0,21.0,1.0,1.0,223.0,8.0,478.0,17.0,11.0,81.0,833.0,,12.0,77.0,2.0,1136.0,12.0,12.0,15.0,1.0,57.0,49.0,,,4.0,8.0,59.0,10.0,5.0,1.0,,2.0,3.0,2.0,5.0,,2.0,4.0,10.0,1.0,3.0,3.0,4.0,9.0,5.0,18.0,,22.0,,2.0,15.0,1.0,2.0,1.0,1.0,5.0,6.0,,,15.0,5.0,,1.0,17.0,4.0,,39.0,39.0,117.0,3.0,,7.0,4.0,8.0,11.0,1.0,4.0,,14.0,11.0,,28.0,7.0,18.0,16.0,4.0,4.0,,7.0,1.0,,,,,1.0,,1.0,1.0,,5.0,2.0,,,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,2.0,1.0,2.0,,,,,,,,,3.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16616,312000.0,Rafael Romo,Rafael,Romo,1990-02-25,Venezuela,Venezuela,1.0,G,Goalkeeper,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6030,288985.0,Salomón Rondón,Salomón,Rondón,1989-09-16,Venezuela,Venezuela,33.0,F,Centre Striker,42,276.0,83.0,336.0,62.0,413.0,2.0,1.0,163.0,91.0,34.0,8.0,214.0,191.0,178.0,86.0,40.0,16.0,30.0,2.0,13.0,317.0,146.0,35.0,27.0,64.0,35.0,168.0,33.0,29.0,2.0,35.0,185.0,147.0,29.0,13.0,2564.0,613.0,5.0,116.0,127.0,40.0,464.0,454.0,10.0,48.0,40.0,137.0,199.0,396.0,23.0,108.0,23.0,45.0,31.0,32.0,32.0,330.0,130.0,554.0,4.0,78.0,19.0,630.0,4.0,4.0,9.0,2.0,1112.0,94.0,94.0,34.0,20.0,7.0,16.0,6.0,6.0,27.0,1.0,10.0,26.0,28.0,7.0,1.0,11.0,21.0,9.0,24.0,1.0,10.0,1.0,11.0,6.0,9.0,8.0,8.0,8.0,2.0,16.0,,54.0,1.0,6.0,37.0,4.0,4.0,3.0,7.0,,17.0,,1.0,90.0,,,18.0,30.0,4.0,1.0,14.0,14.0,12.0,4.0,,9.0,19.0,21.0,,3.0,28.0,1.0,33.0,28.0,,71.0,15.0,8.0,13.0,3.0,1.0,,1.0,5.0,,,2.0,,1.0,4.0,5.0,9.0,1.0,7.0,2.0,,,,1.0,2.0,2.0,,2.0,5.0,9.0,6.0,,1.0,26.0,,,,,4.0,,,2.0,,2.0,1.0,1.0,2.0,1.0,,,,2.0,2.0,4.0,,1.0,3.0,,,2.0,2.0,2.0,11.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,
4536,289380.0,Rony Lopes,Marcos Paulo,Mesquita Lopes,1995-12-28,Brazil,Portugal,10.0,F,Left/Right Winger,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,172398.0,Wayne Rooney,Wayne,Rooney,1985-10-24,England,England,32.0,F,Centre Second Striker,42,256.0,280.0,676.0,108.0,951.0,2.0,4.0,57.0,25.0,28.0,9.0,176.0,98.0,300.0,123.0,36.0,16.0,24.0,12.0,8.0,169.0,93.0,14.0,7.0,135.0,28.0,206.0,23.0,21.0,2.0,7.0,56.0,284.0,81.0,7.0,2410.0,1101.0,4.0,210.0,173.0,95.0,372.0,371.0,19.0,84.0,36.0,354.0,367.0,914.0,11.0,312.0,135.0,15.0,46.0,51.0,49.0,484.0,29.0,883.0,2.0,122.0,140.0,1144.0,2.0,1.0,29.0,4.0,1532.0,50.0,50.0,14.0,17.0,25.0,91.0,5.0,5.0,11.0,,104.0,35.0,17.0,3.0,3.0,2.0,4.0,6.0,11.0,,4.0,1.0,7.0,4.0,9.0,6.0,13.0,17.0,13.0,43.0,,56.0,,14.0,60.0,4.0,6.0,1.0,3.0,3.0,19.0,5.0,,52.0,3.0,,2.0,27.0,2.0,,9.0,9.0,60.0,4.0,,16.0,26.0,25.0,7.0,1.0,20.0,,28.0,43.0,3.0,72.0,4.0,13.0,25.0,11.0,1.0,2.0,4.0,1.0,,2.0,6.0,1.0,,,2.0,7.0,1.0,7.0,2.0,,,,4.0,4.0,1.0,1.0,6.0,6.0,8.0,6.0,,,15.0,1.0,,2.0,1.0,4.0,,13.0,6.0,,6.0,6.0,,2.0,4.0,,,,,,4.0,1.0,1.0,7.0,,,,2.0,2.0,7.0,,,,,,,,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,
3507,277658.0,Danny Rose,Danny,Rose,1990-07-02,England,England,3.0,D,Left Full Back,42,72.0,367.0,489.0,2.0,844.0,1.0,209.0,20.0,23.0,24.0,20.0,140.0,102.0,163.0,146.0,50.0,18.0,61.0,27.0,9.0,121.0,160.0,67.0,48.0,188.0,41.0,448.0,19.0,17.0,4.0,54.0,63.0,37.0,244.0,2.0,2132.0,1026.0,2.0,404.0,20.0,83.0,446.0,434.0,77.0,63.0,50.0,414.0,221.0,809.0,13.0,429.0,71.0,79.0,45.0,88.0,88.0,317.0,3.0,721.0,61.0,2.0,134.0,1062.0,2.0,,67.0,278.0,1833.0,20.0,20.0,43.0,17.0,56.0,35.0,12.0,12.0,1.0,11.0,49.0,17.0,3.0,,,1.0,1.0,1.0,4.0,,1.0,3.0,24.0,1.0,1.0,5.0,7.0,10.0,2.0,19.0,,17.0,,,1.0,2.0,1.0,,2.0,12.0,8.0,,,29.0,12.0,,12.0,24.0,2.0,,39.0,39.0,123.0,20.0,2.0,6.0,18.0,4.0,11.0,,6.0,,14.0,24.0,,26.0,3.0,13.0,28.0,8.0,1.0,,7.0,1.0,,,,,,,,1.0,1.0,4.0,3.0,,,,2.0,,,,6.0,,1.0,,,3.0,1.0,,,1.0,4.0,3.0,1.0,,3.0,,2.0,3.0,,,1.0,,,1.0,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
3052,38011.0,Tomas Rosicky,Tomas,Rosicky,1980-10-04,Czech Republic,Czech Republic,10.0,M,Centre Attacking Midfielder,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,313739.0,Jordan Rossiter,Jordan,Rossiter,1997-03-24,England,England,,M,Centre Central Midfielder,42,0.0,,4.0,,4.0,,,,,1.0,,1.0,5.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,,2.0,,,,,1.0,2.0,,,14.0,5.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,4.0,1.0,,,1.0,,,,2.0,,5.0,,,,5.0,,1.0,1.0,,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10580,314389.0,Joe Rothwell,Joe,Rothwell,1995-01-11,England,England,,M,Midfielder,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,6161.0,Wayne Routledge,Wayne,Routledge,1985-01-07,England,England,15.0,M,Right Winger,42,210.0,166.0,329.0,66.0,485.0,1.0,4.0,34.0,5.0,28.0,13.0,166.0,96.0,188.0,102.0,52.0,9.0,55.0,8.0,6.0,140.0,67.0,9.0,3.0,58.0,30.0,196.0,28.0,27.0,1.0,3.0,17.0,138.0,51.0,11.0,1680.0,639.0,8.0,83.0,168.0,74.0,358.0,358.0,41.0,49.0,52.0,129.0,181.0,473.0,21.0,201.0,57.0,9.0,32.0,67.0,64.0,272.0,25.0,517.0,12.0,71.0,44.0,651.0,2.0,6.0,23.0,4.0,1001.0,55.0,55.0,23.0,15.0,20.0,19.0,10.0,9.0,11.0,2.0,21.0,26.0,6.0,1.0,,,,2.0,1.0,,7.0,1.0,2.0,,3.0,,3.0,3.0,,7.0,,13.0,,6.0,16.0,3.0,3.0,3.0,2.0,1.0,5.0,5.0,,53.0,1.0,1.0,8.0,22.0,1.0,,12.0,12.0,22.0,2.0,,12.0,17.0,9.0,1.0,1.0,12.0,,4.0,29.0,3.0,18.0,17.0,11.0,16.0,1.0,1.0,,3.0,3.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,2.0,2.0,2.0,,2.0,7.0,1.0,,1.0,2.0,2.0,,1.0,1.0,,,1.0,,,3.0,,,,,1.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,46935.0,Declan Rudd,Declan,Rudd,1991-01-16,England,England,1.0,G,Goalkeeper,42,11.0,54.0,66.0,,120.0,,,1.0,,11.0,2.0,92.0,50.0,,90.0,,,,,1.0,3.0,1.0,8.0,,76.0,2.0,268.0,23.0,21.0,,,,18.0,218.0,7.0,990.0,138.0,,31.0,58.0,3.0,181.0,180.0,6.0,,,9.0,25.0,64.0,,77.0,1.0,9.0,,,,76.0,,218.0,143.0,,260.0,295.0,,,1.0,,401.0,,,,,1.0,,,,,48.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,11.0,2.0,,1.0,1.0,66.0,10.0,,,,,,4.0,,,,,,,,3.0,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,40.0,37.0,97.0,15.0,69.0,37.0,24.0,34.0,15.0,,,,,,,,,,,,,,,,,,,,23.0,,,,3.0,1.0,,13.0,3.0,4.0,7.0,10.0,,2.0,5.0,,,,,,,,,,
2896,258968.0,John Ruddy,John,Ruddy,1986-10-24,England,England,21.0,G,Goalkeeper,42,27.0,215.0,159.0,,374.0,,,3.0,4.0,27.0,,225.0,125.0,,270.0,,,,,6.0,4.0,8.0,17.0,,191.0,,645.0,44.0,39.0,,1.0,1.0,56.0,515.0,15.0,2430.0,340.0,,94.0,85.0,11.0,419.0,415.0,38.0,,,71.0,48.0,191.0,,259.0,4.0,21.0,2.0,,,191.0,,513.0,300.0,,615.0,772.0,,,,,1061.0,,,2.0,,,3.0,,,,85.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,27.0,5.0,,1.0,1.0,161.0,19.0,,,,,,5.0,,,,,,,,6.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,117.0,120.0,248.0,43.0,189.0,121.0,40.0,69.0,48.0,,,,,,,,,,,,,,,,,,,,50.0,,,,18.0,7.0,2.0,23.0,6.0,6.0,13.0,29.0,7.0,,22.0,,,,,,,,,,
