id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_goal_high_centre,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_ibox_goal,att_ibox_miss,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_pen_goal,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_right,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,final_third_entries,formation_place,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,goal_kicks,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_hd_miss,att_hd_total,total_sub_on,att_freekick_miss,att_freekick_total,att_ibox_blocked,att_ibox_target,att_sv_low_left,dangerous_play,fouled_final_third,total_offside,att_bx_centre,att_lf_goal,foul_throw_in,last_man_tackle,own_goals,shield_ball_oop,six_yard_block,att_hd_target,att_bx_left,att_fastbreak,att_goal_high_left,att_hd_goal,att_miss_high_left,goal_assist_intentional,goal_fastbreak,shot_fastbreak,total_pull_back,accurate_goal_kicks,accurate_pull_back,att_lg_centre,clearance_off_line,penalty_conceded,red_card,second_yellow,att_freekick_target,att_hd_post,att_ibox_post,att_post_high,goal_assist_deadball,goal_assist_setplay,hit_woodwork,post_scoring_att,accurate_freekick_cross,att_post_left,error_lead_to_shot,freekick_cross,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_sv_high_right,att_cmiss_right,att_cmiss_left,penalty_won,total_fastbreak,att_freekick_goal,attempts_obox,head_pass,open_play_pass,successful_open_play_pass,goals_openplay,attempts_ibox,att_obx_left,touches_in_opp_box,att_obox_post,att_obp_goal,att_post_right,penalty_save,stand_save,att_cmiss_high,att_cmiss_high_right,att_pen_target,att_obxd_left,att_obxd_right,back_pass,att_obx_right,att_freekick_post,fwd_pass,att_cmiss_high_left,att_lg_left,leftside_pass,att_pen_miss,att_pen_post
3867,123592.0,John Heitinga,John,Heitinga,1983-11-15,Netherlands,Netherlands,5.0,D,Centre/Right Central Defender,18,380.0,72.0,2.0,9.0,7.0,4.0,421.0,21.0,10.0,131.0,792.0,2.0,12.0,28.0,37.0,31.0,198.0,174.0,12.0,6.0,,,,,,,,3.0,3.0,12.0,1.0,2.0,5.0,1.0,11.0,,10.0,6.0,27.0,,,,3.0,17.0,2.0,1.0,,1.0,2.0,89.0,12.0,11.0,22.0,9.0,3.0,4.0,14.0,12.0,11.0,116.0,159.0,12.0,84.0,48.0,,324.0,0.0,50.0,29.0,,32.0,27.0,5.0,3.0,3.0,,,93.0,96.0,13.0,93.0,328.0,167.0,7.0,15.0,2591.0,8.0,7.0,14.0,6.0,15.0,98.0,144.0,75.0,,414.0,333.0,,54.0,35.0,13.0,184.0,21.0,425.0,136.0,165.0,7.0,3.0,26.0,23.0,360.0,11.0,671.0,112.0,11.0,249.0,1070.0,30.0,2.0,91.0,4.0,26.0,1660.0,25.0,28.0,13.0,3.0,6.0,64.0,8.0,1.0,1.0,2.0,1.0,6.0,,,2.0,,,2.0,,,,4.0,,2.0,,,,,,,4.0,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,292993.0,Ashley Hemmings,Ashley,Hemmings,1991-03-03,England,England,10.0,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,41458.0,Conor Henderson,Conor,Henderson,1991-09-08,Ireland,Ireland,44.0,M,Centre Central Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,282043.0,Wayne Hennessey,Wayne,Hennessey,1987-01-24,Wales,Wales,13.0,G,Goalkeeper,18,23.0,2.0,,,,,88.0,77.0,,96.0,111.0,,,,1.0,13.0,119.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,3.0,1.0,,,,,4.0,3.0,4.0,,18.0,,2.0,307.0,36.0,1.0,13.0,,26.0,21.0,5.0,1.0,,121.0,1.0,1.0,,,,412.0,132.0,7.0,11.0,1170.0,,,1.0,,,36.0,47.0,34.0,3.0,297.0,295.0,1.0,20.0,,,64.0,1.0,37.0,4.0,20.0,,,,,231.0,,293.0,253.0,,310.0,330.0,,,1.0,,,684.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,45.0,,,,,,,,,,,1.0,1.0,,,,,,,15.0,62.0,2.0,8.0,7.0,20.0,,34.0,111.0,62.0,3.0,9.0,29.0,16.0,46.0,6.0,37.0,16.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3097,4167.0,Henrique Hilário,Henrique Hilário,Meireles Alves Sampaio,1975-10-21,Portugal,Portugal,40.0,G,Goalkeeper,18,14.0,2.0,,,,,5.0,4.0,,6.0,19.0,,,,1.0,3.0,14.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,1.0,,,,,,,2.0,,2.0,,,19.0,0.0,,2.0,,6.0,6.0,,,,23.0,,,,,,30.0,14.0,2.0,1.0,218.0,,,,,,,1.0,1.0,2.0,17.0,17.0,,2.0,,,4.0,,15.0,2.0,2.0,,,,,12.0,,14.0,12.0,,16.0,29.0,,,,,,77.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,11.0,,,,2.0,,4.0,12.0,11.0,2.0,2.0,1.0,4.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3997,140904.0,Karl Henry,Karl,Henry,1982-11-26,England,England,48.0,M,Centre Central Midfielder,18,469.0,75.0,,8.0,8.0,2.0,640.0,20.0,52.0,123.0,1101.0,1.0,4.0,34.0,22.0,34.0,314.0,206.0,20.0,5.0,,,,,,,,1.0,,2.0,1.0,2.0,5.0,1.0,6.0,,9.0,2.0,17.0,3.0,,,2.0,18.0,1.0,,,1.0,1.0,194.0,6.0,8.0,13.0,6.0,,5.0,16.0,34.0,8.0,143.0,130.0,6.0,28.0,12.0,,257.0,140.0,57.0,34.0,,51.0,41.0,10.0,,,,,23.0,56.0,7.0,56.0,202.0,109.0,17.0,7.0,3036.0,2.0,12.0,13.0,2.0,12.0,206.0,202.0,54.0,4.0,355.0,332.0,4.0,79.0,111.0,10.0,282.0,25.0,512.0,155.0,51.0,11.0,,21.0,21.0,427.0,5.0,882.0,59.0,55.0,189.0,1373.0,20.0,,59.0,1.0,4.0,1868.0,54.0,43.0,9.0,6.0,4.0,47.0,6.0,,,,,1.0,2.0,,,,,,1.0,,,,,5.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,54.0,44.0,,,,1.0,,,,,,,,,,,,,,,,,,,
3327,19007.0,Chris Herd,Chris,Herd,1989-04-04,Australia,Australia,25.0,M,Centre Defensive Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,176480.0,Hérita Ilunga,Herita,N'Kongolo Ilunga,1982-02-25,DR Congo,DR Congo,,D,Defender,18,217.0,14.0,,4.0,4.0,3.0,232.0,3.0,6.0,10.0,445.0,1.0,113.0,21.0,15.0,16.0,129.0,111.0,6.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,56.0,6.0,2.0,7.0,1.0,,9.0,7.0,9.0,4.0,64.0,75.0,6.0,31.0,17.0,,88.0,60.0,15.0,16.0,,27.0,23.0,4.0,1.0,1.0,,,34.0,15.0,1.0,14.0,133.0,93.0,7.0,11.0,1210.0,6.0,3.0,5.0,2.0,7.0,165.0,4.0,21.0,3.0,184.0,154.0,1.0,38.0,17.0,,75.0,8.0,237.0,28.0,61.0,18.0,,17.0,17.0,122.0,4.0,325.0,20.0,7.0,31.0,545.0,4.0,5.0,35.0,2.0,129.0,930.0,25.0,19.0,5.0,6.0,4.0,30.0,2.0,,2.0,,,,2.0,2.0,,,,1.0,,,1.0,,,2.0,1.0,2.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,14283.0,Emile Heskey,Emile,Heskey,1978-01-11,England,England,19.0,F,Centre Striker,18,71.0,8.0,,1.0,1.0,49.0,257.0,1.0,31.0,17.0,327.0,2.0,1.0,72.0,90.0,31.0,120.0,99.0,18.0,,,,,,2.0,1.0,3.0,10.0,1.0,6.0,2.0,2.0,6.0,5.0,,,6.0,,6.0,2.0,,2.0,2.0,10.0,2.0,,,4.0,,38.0,,3.0,5.0,3.0,,5.0,,19.0,11.0,133.0,153.0,,12.0,11.0,,101.0,306.0,34.0,16.0,3.0,12.0,11.0,1.0,2.0,1.0,,1.0,24.0,15.0,,15.0,36.0,21.0,6.0,5.0,1298.0,,7.0,13.0,8.0,4.0,118.0,94.0,18.0,3.0,218.0,196.0,5.0,6.0,27.0,16.0,155.0,20.0,96.0,13.0,34.0,8.0,,5.0,5.0,262.0,133.0,402.0,5.0,38.0,22.0,493.0,27.0,11.0,27.0,4.0,2.0,714.0,44.0,32.0,14.0,4.0,7.0,20.0,2.0,7.0,10.0,15.0,,,3.0,5.0,1.0,,1.0,4.0,,,,,,1.0,1.0,2.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,15253.0,Heurelho Gomes,Heurelho,da Silva Gomes,1981-02-15,Brazil,Brazil,1.0,G,Goalkeeper,18,111.0,2.0,,,,,117.0,91.0,,147.0,228.0,,,,3.0,31.0,208.0,180.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,1.0,,,12.0,,,,,6.0,2.0,7.0,1.0,46.0,,1.0,212.0,35.0,2.0,31.0,,26.0,24.0,2.0,,,290.0,,,1.0,1.0,1.0,585.0,243.0,7.0,21.0,2717.0,1.0,,1.0,,,78.0,28.0,10.0,6.0,379.0,379.0,,58.0,,,60.0,1.0,141.0,3.0,46.0,,,,,163.0,,316.0,241.0,,363.0,457.0,,1.0,,,,1283.0,1.0,3.0,18.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,,,,2.0,,,,,,,,,,,,,2.0,,14.0,175.0,3.0,13.0,25.0,60.0,1.0,69.0,258.0,186.0,9.0,42.0,54.0,36.0,92.0,9.0,74.0,15.0,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,
2944,29426.0,Sam Hewson,Sam,Hewson,1988-11-28,England,England,,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,2363.0,Tony Hibbert,Tony,Hibbert,1981-02-20,England,England,2.0,D,Right Full Back,18,168.0,17.0,,18.0,18.0,,287.0,24.0,2.0,35.0,437.0,,152.0,10.0,5.0,20.0,121.0,118.0,18.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,2.0,,,,1.0,3.0,,,,1.0,,51.0,10.0,1.0,6.0,2.0,,52.0,24.0,8.0,6.0,39.0,52.0,10.0,30.0,10.0,,170.0,58.0,12.0,17.0,,24.0,19.0,5.0,,,,,28.0,48.0,8.0,48.0,181.0,83.0,6.0,11.0,1478.0,8.0,9.0,9.0,1.0,6.0,20.0,179.0,42.0,,302.0,262.0,,28.0,23.0,1.0,132.0,18.0,189.0,43.0,70.0,9.0,,76.0,76.0,217.0,,467.0,91.0,2.0,105.0,580.0,3.0,3.0,31.0,,196.0,1096.0,15.0,10.0,8.0,6.0,15.0,24.0,1.0,,,3.0,,,,1.0,,,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,13840.0,Danny Higginbotham,Danny,Higginbotham,1978-12-29,England,Gibraltar,4.0,D,Defender,18,100.0,55.0,,6.0,6.0,2.0,186.0,41.0,,76.0,280.0,,51.0,29.0,36.0,24.0,174.0,147.0,8.0,,,,,1.0,,,1.0,6.0,1.0,9.0,2.0,,,3.0,,,1.0,,1.0,,,,,,3.0,,,1.0,1.0,57.0,14.0,5.0,7.0,11.0,,6.0,14.0,8.0,8.0,59.0,90.0,14.0,81.0,54.0,,252.0,102.0,13.0,23.0,1.0,26.0,23.0,3.0,1.0,1.0,,1.0,101.0,33.0,5.0,33.0,283.0,113.0,8.0,23.0,2003.0,5.0,6.0,3.0,3.0,16.0,152.0,35.0,51.0,1.0,422.0,342.0,1.0,32.0,24.0,7.0,97.0,9.0,143.0,131.0,161.0,7.0,,20.0,20.0,254.0,4.0,420.0,163.0,,205.0,543.0,15.0,2.0,34.0,,95.0,1028.0,20.0,16.0,8.0,4.0,4.0,26.0,,3.0,4.0,1.0,,,5.0,2.0,,,,2.0,,1.0,,1.0,1.0,1.0,3.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,30036.0,Sean Highdale,Sean,Highdale,1991-03-04,England,England,,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3992,15227.0,Matt Hill,Matt,Hill,1981-03-26,England,England,16.0,D,Left Full Back,18,10.0,4.0,,1.0,1.0,,29.0,3.0,,4.0,38.0,,14.0,1.0,3.0,2.0,24.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,4.0,,,6.0,11.0,,3.0,,,27.0,0.0,4.0,2.0,,6.0,6.0,,,,,,3.0,1.0,,1.0,27.0,12.0,2.0,2.0,180.0,1.0,,,,2.0,26.0,2.0,4.0,1.0,46.0,36.0,,2.0,1.0,,10.0,,14.0,7.0,13.0,,,4.0,4.0,22.0,,56.0,14.0,,14.0,66.0,,,6.0,,19.0,116.0,2.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,141167.0,Zavon Hines,Zavon,Hines,1988-12-27,England,England,21.0,F,Forward,18,38.0,2.0,,1.0,1.0,1.0,88.0,,32.0,1.0,125.0,,,8.0,2.0,13.0,53.0,55.0,7.0,,,,1.0,,,,1.0,8.0,,6.0,,2.0,1.0,4.0,,,,,,,,1.0,2.0,10.0,,,,,1.0,33.0,,4.0,2.0,,,8.0,2.0,15.0,4.0,66.0,52.0,,,,,8.0,11.0,14.0,5.0,1.0,14.0,11.0,3.0,,,,3.0,1.0,20.0,,20.0,12.0,10.0,7.0,2.0,599.0,,2.0,5.0,3.0,,34.0,16.0,6.0,1.0,84.0,83.0,7.0,7.0,19.0,9.0,43.0,7.0,40.0,3.0,1.0,37.0,,10.0,10.0,64.0,6.0,123.0,,33.0,2.0,153.0,16.0,2.0,14.0,,,327.0,28.0,30.0,2.0,6.0,6.0,11.0,3.0,,,8.0,,,4.0,2.0,1.0,,,8.0,,,,,,,,,,3.0,,,1.0,,,3.0,2.0,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3617,129223.0,Danny Hoesen,Danny,Hoesen,1991-01-15,Netherlands,Netherlands,9.0,F,Striker,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,11119.0,Jonathan Hogg,Jonathan,Hogg,1988-12-06,England,England,6.0,M,Centre Central Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,288171.0,Junior Hoilett,Junior,Hoilett,1990-06-05,Canada,Canada,23.0,M,Left/Right Winger,18,67.0,4.0,,1.0,1.0,4.0,120.0,,8.0,1.0,186.0,5.0,4.0,9.0,10.0,23.0,73.0,69.0,12.0,,,,,,,,,7.0,1.0,3.0,2.0,1.0,3.0,5.0,3.0,,4.0,1.0,8.0,1.0,,,4.0,18.0,,2.0,,2.0,,67.0,1.0,6.0,13.0,2.0,,18.0,4.0,21.0,8.0,102.0,60.0,1.0,3.0,1.0,,28.0,0.0,19.0,8.0,,15.0,11.0,4.0,,,,1.0,1.0,29.0,,27.0,27.0,10.0,9.0,3.0,942.0,,6.0,6.0,8.0,,49.0,26.0,16.0,,150.0,148.0,8.0,22.0,37.0,11.0,71.0,12.0,74.0,8.0,5.0,51.0,,22.0,22.0,113.0,9.0,196.0,7.0,9.0,10.0,248.0,25.0,5.0,27.0,8.0,4.0,541.0,42.0,13.0,6.0,10.0,10.0,21.0,,1.0,4.0,15.0,,,3.0,7.0,2.0,,,2.0,,,,,,,1.0,3.0,,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,5294.0,Stuart Holden,Stuart,Holden,1985-08-01,United States,United States,22.0,M,Centre Central Midfielder,18,12.0,1.0,1.0,2.0,1.0,1.0,19.0,1.0,2.0,4.0,29.0,,,2.0,,2.0,7.0,6.0,,2.0,,,,,,,,,,,,1.0,,1.0,,,2.0,1.0,3.0,,,,1.0,3.0,,,,1.0,,4.0,1.0,,1.0,1.0,6.0,3.0,,1.0,,7.0,9.0,1.0,4.0,3.0,,4.0,0.0,3.0,1.0,,1.0,1.0,,,,,,3.0,2.0,,1.0,3.0,1.0,,1.0,114.0,,2.0,,1.0,1.0,6.0,8.0,3.0,,19.0,17.0,1.0,1.0,2.0,2.0,11.0,2.0,15.0,2.0,6.0,,5.0,11.0,6.0,13.0,1.0,32.0,2.0,2.0,5.0,36.0,3.0,,7.0,,,73.0,1.0,2.0,2.0,,2.0,6.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,97602.0,Joe Holt,Joe,Holt,1990-02-01,England,England,40.0,M,Centre Central Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,5317.0,Ben Hoskin,Ben,Hoskin,1990-10-08,England,England,40.0,D,Right Full Back,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,141554.0,Tim Howard,Tim,Howard,1979-03-06,United States,United States,1.0,G,Goalkeeper,18,145.0,,,,,,129.0,123.0,,168.0,274.0,,,,6.0,38.0,273.0,236.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.0,1.0,,3.0,11.0,,,,,13.0,3.0,16.0,1.0,28.0,1.0,,255.0,38.0,,38.0,,49.0,39.0,10.0,,,353.0,,1.0,,,,686.0,253.0,9.0,20.0,3420.0,1.0,,1.0,,,34.0,63.0,20.0,,480.0,478.0,,51.0,,,50.0,1.0,177.0,,30.0,1.0,,,,200.0,,396.0,359.0,,455.0,573.0,,,1.0,,,1530.0,2.0,5.0,16.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,14.0,218.0,8.0,8.0,14.0,41.0,3.0,48.0,353.0,221.0,2.0,17.0,58.0,55.0,113.0,20.0,52.0,15.0,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,
3048,167649.0,Gavin Hoyte,Gavin,Hoyte,1990-06-06,Trinidad & Tobago,Trinidad & Tobago,2.0,D,Right Full Back,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,176377.0,Hermann Hreidarsson,Hermann,Hreidarsson,1974-07-11,Iceland,Iceland,5.0,D,Defender,18,147.0,17.0,,2.0,2.0,2.0,139.0,12.0,1.0,34.0,284.0,1.0,48.0,16.0,29.0,17.0,139.0,116.0,2.0,,,,,,,1.0,1.0,3.0,,3.0,,,1.0,2.0,1.0,,,,1.0,,,,,,4.0,,,,,66.0,18.0,2.0,8.0,2.0,,5.0,4.0,5.0,2.0,49.0,62.0,16.0,47.0,27.0,,108.0,0.0,19.0,17.0,1.0,32.0,29.0,3.0,,,,,52.0,23.0,2.0,23.0,155.0,64.0,11.0,19.0,1415.0,11.0,1.0,1.0,1.0,5.0,115.0,9.0,26.0,4.0,272.0,232.0,,50.0,16.0,3.0,60.0,2.0,199.0,48.0,85.0,8.0,,9.0,9.0,140.0,5.0,273.0,65.0,1.0,83.0,463.0,6.0,3.0,19.0,1.0,83.0,812.0,22.0,7.0,4.0,7.0,2.0,18.0,2.0,2.0,2.0,,,,1.0,,,,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
