id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_lf_total,att_obox_blocked,att_obx_centre,att_rf_total,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shield_ball_oop,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,was_fouled,wins,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,att_assist_setplay,cross_not_claimed,dive_catch,dive_save,diving_save,error_lead_to_shot,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_contest,total_high_claim,won_contest,last_man_tackle,accurate_flick_on,accurate_layoffs,att_bx_centre,att_freekick_miss,att_freekick_total,att_hd_miss,att_hd_post,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_miss,att_post_high,att_setpiece,clearance_off_line,error_lead_to_goal,fouled_final_third,foul_throw_in,head_pass,hit_woodwork,open_play_pass,own_goals,post_scoring_att,shot_off_target,successful_open_play_pass,total_flick_on,total_sub_on,won_corners,accurate_through_ball,total_through_ball,total_offside,attempts_ibox,attempts_obox,att_hd_target,att_ibox_target,att_lg_centre,att_miss_high_left,att_obox_target,att_obx_right,att_openplay,att_rf_target,att_sv_high_centre,att_sv_low_centre,att_sv_low_left,att_sv_low_right,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,ontarget_scoring_att,touches_in_opp_box,gk_smother,att_fastbreak,att_freekick_goal,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_ibox_goal,att_lf_goal,att_obox_goal,att_rf_goal,corner_taken,dangerous_play,goals,shot_fastbreak,accurate_corners_intobox,total_corners_intobox,att_corner,att_goal_low_centre,six_yard_block,att_goal_low_right,att_lf_target,att_post_right,penalty_won,red_card,second_yellow,att_cmiss_right,freekick_cross,goal_fastbreak,att_bx_right,att_cmiss_high,att_cmiss_left,att_goal_high_centre,att_sv_high_right,goals_openplay,total_fastbreak,att_sv_high_left,att_bx_left,att_freekick_target,att_pen_target,leftside_pass,att_pen_goal,att_post_left,att_obxd_left,att_obx_left,att_obxd_right,att_obox_post,accurate_freekick_cross,att_cmiss_high_right,fwd_pass,att_pen_miss,att_pen_post,att_freekick_post,back_pass,backward_pass,att_cmiss_high_left,att_lg_left,att_obp_goal,att_lg_right,rightside_pass,big_chance_scored
1429,20496.0,Jonathan Greening,Jonathan,Greening,1979-01-02,England,England,30.0,M,Midfielder,17,663.0,141.0,40.0,18.0,908.0,8.0,214.0,1531.0,23.0,28.0,26.0,34.0,297.0,225.0,36.0,10.0,5.0,14.0,14.0,198.0,2.0,6.0,14.0,8.0,63.0,8.0,52.0,7.0,154.0,182.0,2.0,30.0,16.0,354.0,272.0,41.0,33.0,53.0,43.0,10.0,4.0,33.0,44.0,,43.0,263.0,186.0,19.0,10.0,2970.0,1.0,36.0,25.0,9.0,301.0,235.0,,72.0,4.0,492.0,463.0,30.0,44.0,124.0,,400.0,61.0,705.0,205.0,59.0,177.0,91.0,546.0,1243.0,33.0,44.0,290.0,1771.0,26.0,2.0,76.0,24.0,2548.0,58.0,50.0,8.0,56.0,7.0,,,24.0,,,,,,,,,,,,,,,,,,53.0,,30.0,,13.0,42.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,,2.0,1.0,5.0,1.0,8.0,,3.0,1.0,,,,2.0,,105.0,,,11.0,96.0,25.0,1.0,25.0,6.0,14.0,4.0,1.0,1.0,,5.0,,2.0,2.0,,1.0,4.0,1.0,,4.0,1.0,1.0,,,1.0,,9.0,4.0,,2.0,,,,,,2.0,1.0,,1.0,104.0,2.0,2.0,2.0,22.0,86.0,,2.0,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
3571,4892.0,Vince Grella,Vince,Grella,1979-10-05,Australia,Australia,11.0,M,Centre Defensive Midfielder,17,221.0,38.0,,,259.0,5.0,44.0,480.0,,11.0,4.0,17.0,116.0,77.0,6.0,3.0,6.0,14.0,12.0,87.0,3.0,7.0,9.0,2.0,1.0,4.0,13.0,6.0,66.0,60.0,3.0,6.0,1.0,135.0,0.0,34.0,15.0,20.0,17.0,3.0,1.0,10.0,24.0,,23.0,146.0,76.0,7.0,4.0,1225.0,,2.0,5.0,5.0,75.0,70.0,,40.0,1.0,227.0,210.0,16.0,22.0,49.0,,104.0,7.0,259.0,106.0,23.0,5.0,5.0,202.0,410.0,27.0,26.0,86.0,664.0,15.0,7.0,44.0,1.0,900.0,29.0,9.0,4.0,32.0,5.0,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,5.0,26.0,,,,,,,1.0,,,1.0,,3.0,1.0,5.0,,3.0,,,,,9.0,,90.0,,,5.0,65.0,10.0,2.0,5.0,2.0,4.0,,,1.0,,,,,3.0,,2.0,3.0,1.0,,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,13058.0,Andy Griffin,Andy,Griffin,1979-03-17,England,England,,D,Right Full Back,17,141.0,32.0,6.0,5.0,164.0,7.0,44.0,299.0,62.0,4.0,2.0,20.0,147.0,164.0,3.0,1.0,,1.0,,64.0,16.0,,13.0,4.0,5.0,24.0,5.0,4.0,46.0,61.0,16.0,45.0,20.0,163.0,42.0,22.0,17.0,28.0,23.0,5.0,2.0,26.0,30.0,5.0,30.0,164.0,82.0,10.0,14.0,1600.0,3.0,2.0,2.0,6.0,16.0,128.0,,53.0,,215.0,191.0,5.0,33.0,26.0,11.0,82.0,4.0,162.0,81.0,69.0,33.0,31.0,163.0,296.0,37.0,8.0,103.0,425.0,1.0,2.0,40.0,90.0,796.0,20.0,14.0,6.0,33.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,9.0,,5.0,,1.0,7.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,5.0,,48.0,,,1.0,35.0,1.0,3.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,4528.0,Rostyn Griffiths,Rostyn,Griffiths,1988-03-10,Australia,Australia,37.0,M,Midfielder,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,283459.0,Jonathan Grounds,Jonathan,Grounds,1988-02-02,England,England,27.0,D,Left Full Back,17,17.0,,1.0,1.0,8.0,1.0,,24.0,11.0,2.0,1.0,2.0,23.0,12.0,,,,,,15.0,1.0,,,1.0,,1.0,,,4.0,5.0,1.0,2.0,1.0,10.0,0.0,1.0,2.0,3.0,2.0,1.0,,7.0,1.0,,1.0,14.0,7.0,1.0,4.0,144.0,1.0,,,2.0,6.0,3.0,,3.0,,28.0,16.0,1.0,11.0,3.0,,1.0,,19.0,1.0,14.0,1.0,1.0,10.0,18.0,8.0,,7.0,36.0,,1.0,4.0,14.0,87.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,50211.0,Péter Gulácsi,Péter,Gulácsi,1990-05-06,Hungary,Hungary,1.0,G,Goalkeeper,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,292917.0,Gavin Gunning,Gavin,Gunning,1991-01-26,Ireland,Ireland,5.0,D,Central Defender,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,315655.0,Chris Gunter,Chris,Gunter,1989-07-21,Wales,Wales,,D,Right Full Back,17,24.0,,,,25.0,1.0,1.0,49.0,8.0,3.0,1.0,3.0,7.0,16.0,,,,,,9.0,,,1.0,,2.0,3.0,,2.0,4.0,7.0,,2.0,2.0,15.0,0.0,,2.0,2.0,1.0,1.0,,2.0,1.0,,1.0,20.0,8.0,1.0,,128.0,1.0,,,,,31.0,,3.0,,29.0,28.0,2.0,4.0,3.0,,11.0,,27.0,2.0,3.0,5.0,5.0,21.0,46.0,4.0,,5.0,68.0,,2.0,2.0,12.0,103.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,161327.0,Danny Guthrie,Danny,Guthrie,1987-04-18,England,England,16.0,M,Centre Central Midfielder,17,345.0,41.0,33.0,10.0,474.0,9.0,101.0,786.0,5.0,15.0,9.0,24.0,200.0,174.0,11.0,2.0,6.0,16.0,22.0,146.0,4.0,8.0,18.0,4.0,16.0,18.0,45.0,10.0,97.0,81.0,4.0,7.0,2.0,179.0,224.0,13.0,21.0,31.0,28.0,3.0,,2.0,38.0,3.0,38.0,124.0,76.0,9.0,6.0,1946.0,,12.0,15.0,4.0,143.0,198.0,,51.0,7.0,319.0,310.0,39.0,23.0,84.0,1.0,206.0,27.0,382.0,84.0,16.0,106.0,52.0,309.0,691.0,27.0,26.0,142.0,967.0,24.0,3.0,32.0,7.0,1448.0,52.0,24.0,5.0,26.0,3.0,,,13.0,,,,,2.0,,,,,,,,,,,,,22.0,,16.0,,4.0,25.0,,,3.0,,,,2.0,2.0,,,3.0,2.0,2.0,5.0,,,,,,,,1.0,,,,7.0,,10.0,3.0,8.0,4.0,13.0,1.0,,,,,,,7.0,,2.0,7.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,,3.0,9.0,,,,,,,1.0,,2.0,,,2.0,58.0,,2.0,,23.0,54.0,,,,,,,,1.0,,,2.0,,1.0,,,1.0,2.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
3683,105966.0,Jonás Gutiérrez,Jonás,Gutiérrez,1983-07-05,Argentina,Argentina,24.0,M,Left/Right Attacking Midfielder,17,199.0,11.0,12.0,12.0,506.0,,26.0,693.0,43.0,14.0,9.0,30.0,218.0,186.0,22.0,5.0,2.0,9.0,17.0,157.0,11.0,10.0,23.0,4.0,57.0,26.0,92.0,11.0,207.0,237.0,11.0,7.0,3.0,135.0,352.0,30.0,23.0,34.0,30.0,4.0,1.0,9.0,49.0,2.0,49.0,90.0,64.0,13.0,14.0,2191.0,2.0,8.0,17.0,6.0,230.0,161.0,,60.0,4.0,401.0,386.0,58.0,29.0,70.0,2.0,293.0,25.0,229.0,25.0,22.0,83.0,83.0,398.0,719.0,6.0,15.0,45.0,865.0,23.0,7.0,69.0,43.0,1637.0,98.0,93.0,6.0,54.0,6.0,,,,,,,,,,,,,,,,,,,,,115.0,,66.0,1.0,4.0,15.0,,,,,,1.0,8.0,3.0,,2.0,3.0,2.0,,5.0,,1.0,,,1.0,,,,,,,8.0,,19.0,7.0,18.0,3.0,19.0,3.0,,,1.0,3.0,,1.0,2.0,,,4.0,,,2.0,3.0,3.0,,3.0,3.0,,5.0,,,2.0,,,,,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,154466.0,Bradley Guzan,Bradley,Guzan,1984-09-09,United States,United States,1.0,G,Goalkeeper,17,2.0,,,,2.0,2.0,3.0,4.0,,,,1.0,4.0,2.0,,,,,,5.0,,,,,,,,,,,,,,2.0,0.0,,,1.0,1.0,,,,,,,2.0,2.0,1.0,,25.0,,,,,,,,,1.0,,,,1.0,,,2.0,,2.0,,,,,2.0,2.0,2.0,,3.0,4.0,,,,,12.0,,,,,,2.0,1.0,,,,,,,2.0,,4.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,4873.0,Arsenio Halfhuid,Arsenio,Halfhuid,1991-11-09,Netherlands,Netherlands,,D,Centre Central Defender,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
