id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,goals,losses,wins,yellow_card,goal_assist,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_long_balls,accurate_pass,assist_attempt_saved,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_obox,att_assist_openplay,att_miss_high_right,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_total,backward_pass,ball_recovery,blocked_pass,blocked_scoring_att,crosses_18yard,dispossessed,duel_lost,duel_won,final_third_entries,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,mins_played,ontarget_att_assist,open_play_pass,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_long_balls,total_pass,total_scoring_att,total_tackle,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,won_corners,accurate_flick_on,accurate_launches,accurate_throws,aerial_lost,aerial_won,att_obox_target,att_rf_target,att_sv_low_centre,corner_taken,fouled_final_third,head_pass,ontarget_scoring_att,overrun,poss_won_att_3rd,total_corners_intobox,total_flick_on,total_launches,total_throws,won_contest,won_tackle,own_goals,effective_clearance,red_card,total_clearance,total_sub_off,attempts_ibox,att_bx_centre,att_corner,att_goal_high_right,att_hd_goal,att_hd_total,att_ibox_goal,challenge_lost,effective_head_clearance,head_clearance,offtarget_att_assist,crosses_18yardplus,accurate_goal_kicks,accurate_keeper_throws,goal_kicks,keeper_pick_up,keeper_throws,saved_obox,saves,interception,interception_won,lost_corners,dive_save,diving_save,good_high_claim,saved_ibox,total_high_claim,accurate_layoffs,att_fastbreak,att_sv_high_centre,outfielder_block,shot_fastbreak,total_fastbreak,total_layoffs,total_offside,accurate_cross,accurate_cross_nocorner,freekick_cross,shield_ball_oop,att_goal_low_right,att_ibox_blocked,att_lf_goal,att_lf_target,att_lf_total,att_miss_right,att_obox_goal,big_chance_scored,goals_openplay,total_sub_on,att_goal_high_left,att_rf_goal,hand_ball,att_ibox_miss,att_ibox_target,att_miss_left,big_chance_missed,accurate_corners_intobox,att_freekick_miss,att_freekick_total,att_miss_high_left,goal_assist_deadball,goal_assist_intentional,goal_assist_setplay,accurate_pull_back,att_hd_miss,att_miss_high,att_sv_low_left,big_chance_created,total_pull_back,att_sv_low_right,goal_assist_openplay,blocked_cross,effective_blocked_cross,offside_provoked,att_bx_left,att_goal_low_left,interceptions_in_box,att_assist_setplay
953,2310.0,Ian Nolan,Ian,Nolan,1970-07-09,England,Northern Ireland,,D,Defender,6,27.0,4.0,7.0,,11.0,9.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,1422.0,Alex Notman,Alex,Notman,1979-12-10,Scotland,Scotland,,F,Forward,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,1186.0,Jon O'Connor,Jon,O'Connor,1976-10-29,England,England,,M,Midfielder,6,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1653.0,John O'Kane,John,O'Kane,1974-11-15,England,England,,D,Defender,6,12.0,3.0,7.0,,3.0,2.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,1347.0,Michael O'Neill,Michael,O'Neill,1969-07-05,Northern Ireland,Northern Ireland,,M,Midfielder,6,4.0,0.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,1758.0,Alex O'Reilly,Alex,O'Reilly,1979-09-15,Ireland,Ireland,,G,Goalkeeper,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3378.0,Michael Oakes,Michael,Oakes,1973-10-30,England,England,1.0,G,Goalkeeper,6,8.0,0.0,1.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,10841.0,Matt Oakley,Matt,Oakley,1977-08-17,England,England,16.0,M,Centre Central Midfielder,6,33.0,5.0,6.0,1.0,14.0,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,116.0,Steve Ogrizovic,Steve,Ogrizovic,1957-09-12,England,England,,G,Goalkeeper,6,24.0,7.0,13.0,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,1291.0,Manny Omoyinmi,Manny,Omoyinmi,1977-12-28,Nigeria,England,,F,Forward,6,5.0,0.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,279367.0,Egil Ostenstad,Egil,Ostenstad,1972-01-02,Norway,Norway,,F,Forward,6,29.0,2.0,5.0,11.0,14.0,10.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,10935.0,John Oster,John,Oster,1978-12-08,Wales,Wales,7.0,M,Midfielder,6,31.0,3.0,9.0,1.0,16.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,127268.0,Marc Overmars,Marc,Overmars,1973-03-29,Netherlands,Netherlands,11.0,M,Midfielder,6,32.0,11.0,6.0,12.0,4.0,22.0,,5.0,1.0,1.0,11.0,2.0,12.0,1.0,2.0,4.0,9.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,6.0,4.0,6.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,15.0,5.0,2.0,1.0,9.0,9.0,1.0,2.0,3.0,4.0,1.0,10.0,12.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,12.0,15.0,3.0,15.0,3.0,2.0,32.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,6476.0,Michael Owen,Michael,Owen,1979-12-14,England,England,10.0,F,Centre Striker,6,36.0,10.0,11.0,18.0,8.0,17.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,1638.0,Michele Padovano,Michele,Padovano,1966-08-28,Italy,Italy,,F,Forward,6,10.0,0.0,1.0,1.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1934.0,Gary Pallister,Gary,Pallister,1965-06-30,England,England,,D,Defender,6,33.0,13.0,7.0,,5.0,21.0,5.0,,11.0,2.0,10.0,3.0,21.0,,,2.0,5.0,,,,,,,,,,2.0,,,,1.0,1.0,5.0,6.0,,13.0,1.0,2.0,1.0,1.0,5.0,9.0,8.0,39.0,,27.0,5.0,,,7.0,7.0,,2.0,,9.0,,4.0,21.0,,,14.0,2.0,,,,6.0,13.0,3.0,27.0,,2.0,32.0,,,,,,,,1.0,,3.0,,,,,,5.0,,,,,,,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,2098.0,Carlton Palmer,Carlton,Palmer,1965-12-05,England,England,,D,Defender,6,26.0,6.0,5.0,3.0,9.0,12.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,976.0,Garry Parker,Garry,Parker,1965-09-07,England,England,,M,Midfielder,6,22.0,3.0,10.0,3.0,6.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,694.0,Joe Parkinson,Joe,Parkinson,1971-06-11,England,England,,M,Midfielder,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3636.0,Ray Parlour,Ray,Parlour,1973-03-07,England,England,15.0,M,Midfielder,6,34.0,9.0,8.0,5.0,5.0,21.0,5.0,3.0,8.0,1.0,22.0,3.0,30.0,,,4.0,9.0,2.0,2.0,,1.0,,2.0,2.0,2.0,4.0,12.0,3.0,1.0,1.0,1.0,5.0,14.0,8.0,,16.0,1.0,2.0,1.0,1.0,14.0,6.0,4.0,90.0,2.0,40.0,,15.0,6.0,22.0,22.0,5.0,5.0,3.0,6.0,,12.0,30.0,2.0,2.0,12.0,3.0,4.0,4.0,1.0,16.0,32.0,5.0,40.0,2.0,7.0,70.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,1799.0,Paulo Alves,Paulo Lourenco Martins,Alves,1969-12-10,Portugal,Portugal,,F,Forward,6,4.0,0.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,2552.0,Darren Peacock,Darren,Peacock,1968-02-03,England,England,,D,Defender,6,20.0,3.0,5.0,,9.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,30403.0,Ian Pearce,Ian,Pearce,1974-05-07,England,England,,D,Defender,6,35.0,6.0,8.0,1.0,11.0,16.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,2291.0,Tore Pedersen,Tore,Pedersen,1969-09-29,Norway,Norway,,D,Defender,6,5.0,1.0,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,3227.0,Mark Pembridge,Mark,Pembridge,1970-11-29,Wales,Wales,24.0,M,Midfielder,6,34.0,4.0,8.0,4.0,15.0,11.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,97107.0,Chris Perry,Chris,Perry,1973-04-26,England,England,5.0,D,Defender,6,35.0,12.0,12.0,1.0,13.0,10.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,2637.0,Emmanuel Petit,Emmanuel,Petit,1970-09-22,France,France,,M,Midfielder,6,32.0,13.0,9.0,2.0,4.0,19.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,2491.0,Dan Petrescu,Dan,Petrescu,1967-12-22,Romania,Romania,,D,Defender,6,31.0,8.0,3.0,5.0,11.0,17.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1381.0,Terry Phelan,Terry,Phelan,1967-03-16,Ireland,Ireland,,D,Defender,6,9.0,1.0,2.0,,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,28262.0,Phil Jevons,Phillip,Jevons,1979-08-01,England,England,10.0,F,Forward,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,110040.0,Phil Neville,Philip,Neville,1977-01-21,England,England,18.0,M,Centre Defensive Midfielder,6,30.0,10.0,5.0,1.0,5.0,20.0,8.0,,27.0,3.0,24.0,2.0,51.0,,1.0,7.0,12.0,,2.0,,,,,,,4.0,7.0,,,,,5.0,3.0,3.0,2.0,23.0,1.0,3.0,2.0,1.0,5.0,14.0,10.0,90.0,,62.0,16.0,,5.0,16.0,16.0,4.0,3.0,,31.0,,6.0,50.0,,2.0,31.0,7.0,1.0,2.0,2.0,11.0,34.0,11.0,63.0,,2.0,82.0,,,,,,,1.0,8.0,2.0,1.0,,,,,,3.0,,,,,,7.0,9.0,,2.0,,2.0,,2.0,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
