id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high_left,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_left,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_freekick_miss,att_freekick_total,att_hd_target,offside_provoked,accurate_corners_intobox,accurate_freekick_cross,assist_attempt_saved,assist_free_kick_won,assist_pass_lost,att_assist_setplay,att_cmiss_high,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_obox_goal,att_obx_left,att_one_on_one,att_pen_goal,att_pen_target,freekick_cross,goal_assist_setplay,penalty_won,total_corners_intobox,att_freekick_post,att_ibox_post,att_obxd_right,att_post_left,att_post_right,own_goals,last_man_tackle,att_goal_high_left,att_lg_centre,penalty_conceded,red_card,assist_penalty_won,attempts_obox,six_yard_block,att_obxd_left,goal_assist_deadball,assist_post,attempts_ibox,att_freekick_goal,att_sv_high_right,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,foul_throw_in,second_yellow,assist_own_goal,att_hd_post,dangerous_play,clearance_off_line,att_obp_goal,penalty_save,assist_blocked_shot,assist_handball_won,att_obx_right,att_lg_right,att_pen_miss,back_pass,att_corner,fifty_fifty,successful_fifty_fifty,att_pen_post
10510,90912.0,Thomas Robson,Thomas,Robson,1995-09-11,England,England,,D,Defender,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,35863.0,Hal Robson-Kanu,Hal,Robson-Kanu,1989-05-21,Wales,Wales,4.0,F,Left/Centre/Right Second Striker,54,25.0,1.0,2.0,2.0,8.0,106.0,1.0,18.0,2.0,129.0,,,2.0,37.0,19.0,29.0,7.0,69.0,50.0,7.0,9.0,1.0,1.0,,,,1.0,,2.0,,,,3.0,3.0,4.0,2.0,5.0,2.0,2.0,1.0,7.0,,1.0,1.0,,3.0,0.0,1.0,,,1.0,3.0,12.0,,1.0,2.0,6.0,3.0,,,1.0,1.0,,54.0,29.0,1.0,2.0,1.0,2.0,9.0,5.0,8.0,,,9.0,3.0,23.0,6.0,105.0,54.0,2.0,8.0,8.0,,,16.0,0.0,12.0,28.0,39.0,5.0,3.0,13.0,11.0,2.0,3.0,2.0,1.0,2.0,,1.0,8.0,29.0,,4.0,,4.0,36.0,10.0,7.0,13.0,1.0,683.0,4.0,5.0,6.0,164.0,,,32.0,43.0,15.0,,105.0,105.0,4.0,8.0,17.0,,9.0,37.0,,,1.0,5.0,59.0,127.0,7.0,9.0,30.0,3.0,8.0,18.0,12.0,12.0,94861.3691864014,1.0,83.0,25.0,148.0,3.0,19.0,6.0,5.0,166.0,,16.0,4.0,24.0,5.0,,2.0,324.0,35.0,24.0,24.0,24.0,10.0,8.0,5.0,4.0,3.0,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14190,144342.0,Harvey Rodgers,Harvey,Rodgers,1996-10-20,England,England,14.0,D,Defender,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13796,259532.0,Joe Rodon,Joe,Rodon,1997-10-22,Wales,Wales,14.0,D,Centre Central Defender,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,95187.0,Jay Rodriguez,Jay,Rodriguez,1989-07-29,England,England,19.0,F,Left/Centre/Right Second Striker,54,40.0,8.0,,,17.0,117.0,,31.0,4.0,157.0,,2.0,1.0,43.0,40.0,24.0,5.0,67.0,47.0,5.0,13.0,2.0,5.0,,2.0,,,,3.0,1.0,,,4.0,6.0,6.0,3.0,10.0,7.0,1.0,,4.0,,3.0,,1.0,5.0,1.0,2.0,,,3.0,7.0,29.0,,4.0,8.0,23.0,2.0,1.0,1.0,2.0,2.0,3.0,66.0,24.0,,4.0,2.0,,25.0,8.0,7.0,1.0,,7.0,1.0,16.0,6.0,84.0,60.0,,15.0,13.0,,,24.0,9.0,1.0,15.0,60.0,9.0,5.0,15.0,13.0,2.0,4.0,2.0,1.0,2.0,,2.0,13.0,61.0,,2.0,,2.0,54.0,12.0,7.0,12.0,1.0,881.0,3.0,4.0,15.0,227.0,1.0,10.0,60.0,29.0,22.0,3.0,139.0,139.0,6.0,3.0,15.0,,25.0,54.0,,,,10.0,65.0,150.0,12.0,7.0,52.0,10.0,15.0,11.0,8.0,8.0,112831.05474853516,,108.0,48.0,190.0,1.0,34.0,6.0,9.0,234.0,,33.0,6.0,15.0,6.0,3.0,1.0,395.0,46.0,23.0,23.0,8.0,6.0,6.0,5.0,6.0,,,,2.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,311676.0,Jack Rodwell,Jack,Rodwell,1991-03-11,England,England,,M,Midfielder,54,207.0,28.0,,,6.0,240.0,4.0,21.0,28.0,447.0,,2.0,1.0,24.0,32.0,20.0,16.0,164.0,127.0,7.0,6.0,1.0,1.0,,,0.0,,,,,,,3.0,5.0,2.0,,4.0,3.0,,1.0,4.0,,3.0,,2.0,1.0,1.0,5.0,3.0,,2.0,10.0,14.0,,,2.0,10.0,3.0,,1.0,2.0,,2.0,66.0,86.0,1.0,1.0,,3.0,16.0,7.0,13.0,2.0,,7.0,1.0,9.0,5.0,69.0,90.0,3.0,48.0,25.0,,,115.0,24.0,2.0,23.0,195.0,17.0,,32.0,28.0,4.0,,1.0,1.0,1.0,,1.0,26.0,76.0,,19.0,1.0,19.0,153.0,100.0,51.0,14.0,11.0,1493.0,1.0,7.0,5.0,565.0,8.0,,81.0,85.0,23.0,1.0,152.0,149.0,2.0,37.0,47.0,,16.0,156.0,,,,7.0,106.0,444.0,7.0,8.0,238.0,62.0,51.0,10.0,8.0,8.0,180695.252319336,,170.0,10.0,340.0,24.0,23.0,76.0,1.0,570.0,,19.0,4.0,3.0,38.0,3.0,1.0,779.0,15.0,4.0,4.0,12.0,1.0,9.0,7.0,28.0,4.0,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10472,295821.0,Marcos Rojo,Marcos,Rojo,1990-03-20,Argentina,Argentina,6.0,D,Left/Centre Central Defender,54,528.0,21.0,2.0,2.0,,293.0,26.0,1.0,67.0,819.0,1.0,,17.0,28.0,46.0,21.0,12.0,80.0,68.0,5.0,7.0,1.0,,,1.0,,,,,1.0,,,5.0,6.0,1.0,1.0,5.0,2.0,1.0,2.0,7.0,,3.0,1.0,1.0,2.0,,2.0,2.0,,1.0,5.0,8.0,,,,,1.0,,1.0,,1.0,,49.0,98.0,,,1.0,7.0,23.0,3.0,11.0,8.0,,5.0,5.0,2.0,9.0,65.0,94.0,7.0,143.0,83.0,,,123.0,0.0,1.0,24.0,398.0,18.0,1.0,13.0,12.0,1.0,,,,,,,83.0,59.0,,33.0,2.0,33.0,180.0,215.0,138.0,1.0,12.0,1660.0,,5.0,4.0,934.0,6.0,1.0,172.0,14.0,22.0,3.0,155.0,155.0,2.0,64.0,32.0,,23.0,324.0,,,,7.0,96.0,805.0,11.0,5.0,559.0,37.0,143.0,12.0,10.0,10.0,172518.78637695312,,164.0,3.0,402.0,96.0,1.0,147.0,,951.0,1.0,14.0,1.0,3.0,29.0,,19.0,1260.0,19.0,4.0,4.0,10.0,11.0,10.0,4.0,22.0,5.0,,,1.0,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13555,19603.0,Sergio Romero,Sergio,Romero,1987-02-22,Argentina,Argentina,22.0,G,Goalkeeper,54,12.0,1.0,,,,21.0,11.0,,26.0,33.0,,,,,,2.0,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,2.0,,,,,1.0,,,,2.0,,,,10.0,0.0,,,44.0,2.0,,,,,,,,,,,,,,,,,2.0,32.0,21.0,,4.0,180.0,,,,21.0,,,8.0,6.0,1.0,,13.0,13.0,,3.0,,,,,,,,,5.0,13.0,,,14.0,1.0,2.0,,,,7427.0517578125,,10.0,,32.0,19.0,,39.0,,46.0,,,,,,,,73.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,10.0,,,4.0,5.0,,14.0,4.0,13.0,10.0,1.0,1.0,3.0,7.0,10.0,,,4.0,2.0,,,,,,,,1.0,,,,,,,,,,
4286,20061.0,Oriol Romeu,Oriol,Romeu,1991-09-24,Spain,Spain,6.0,M,Centre Defensive Midfielder,54,880.0,96.0,2.0,2.0,2.0,865.0,7.0,23.0,100.0,1743.0,,,3.0,80.0,75.0,35.0,51.0,221.0,159.0,17.0,6.0,,,,1.0,1.0,,,1.0,,,,4.0,5.0,1.0,1.0,4.0,2.0,,1.0,8.0,,3.0,1.0,2.0,4.0,2.0,9.0,8.0,,3.0,20.0,20.0,,1.0,3.0,14.0,2.0,,,2.0,2.0,1.0,191.0,304.0,1.0,,1.0,8.0,61.0,10.0,58.0,13.0,,,3.0,28.0,10.0,230.0,253.0,8.0,65.0,32.0,,2.0,241.0,28.0,3.0,66.0,678.0,35.0,1.0,42.0,37.0,5.0,,,,,,,32.0,243.0,,89.0,6.0,89.0,534.0,371.0,257.0,15.0,8.0,3072.0,6.0,11.0,6.0,2048.0,13.0,2.0,198.0,200.0,18.0,5.0,391.0,390.0,4.0,110.0,190.0,,61.0,667.0,,,,12.0,261.0,1722.0,37.0,17.0,979.0,138.0,66.0,30.0,3.0,3.0,354878.9494628906,,361.0,4.0,1094.0,39.0,23.0,157.0,1.0,2070.0,0.0,28.0,1.0,,117.0,1.0,3.0,2596.0,17.0,23.0,23.0,35.0,10.0,29.0,3.0,87.0,11.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6030,288985.0,Salomón Rondón,Salomón,Rondón,1989-09-16,Venezuela,Venezuela,33.0,F,Centre Striker,54,130.0,16.0,1.0,1.0,21.0,349.0,3.0,73.0,21.0,478.0,,3.0,1.0,216.0,107.0,38.0,11.0,245.0,186.0,24.0,50.0,7.0,8.0,,1.0,4.0,2.0,1.0,,3.0,4.0,5.0,21.0,35.0,20.0,8.0,29.0,14.0,,2.0,18.0,,6.0,1.0,3.0,11.0,17.0,8.0,9.0,1.0,4.0,19.0,79.0,1.0,3.0,7.0,37.0,7.0,3.0,0.0,10.0,3.0,3.0,232.0,104.0,4.0,8.0,2.0,,42.0,28.0,17.0,3.0,,8.0,1.0,106.0,9.0,403.0,211.0,,38.0,29.0,1.0,,77.0,55.0,20.0,41.0,155.0,32.0,8.0,44.0,40.0,4.0,5.0,2.0,1.0,2.0,,1.0,32.0,175.0,2.0,7.0,0.0,7.0,159.0,33.0,15.0,17.0,11.0,2895.0,10.0,16.0,26.0,682.0,2.0,13.0,126.0,119.0,26.0,3.0,502.0,499.0,18.0,11.0,75.0,2.0,42.0,176.0,,1.0,2.0,40.0,205.0,442.0,15.0,26.0,170.0,31.0,41.0,56.0,9.0,9.0,316820.1492919922,4.0,337.0,106.0,561.0,13.0,85.0,37.0,29.0,722.0,2.0,94.0,11.0,6.0,18.0,6.0,2.0,1303.0,167.0,96.0,96.0,59.0,12.0,27.0,22.0,14.0,2.0,,,9.0,,,,,,1.0,,2.0,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,2.0,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,
2064,172398.0,Wayne Rooney,Wayne,Rooney,1985-10-24,England,England,32.0,F,Centre Second Striker,54,211.0,59.0,24.0,16.0,3.0,469.0,,74.0,62.0,656.0,,3.0,14.0,36.0,12.0,25.0,11.0,94.0,71.0,23.0,18.0,6.0,,,2.0,1.0,,1.0,,2.0,1.0,1.0,9.0,11.0,4.0,4.0,14.0,9.0,1.0,2.0,7.0,,9.0,1.0,1.0,6.0,6.0,6.0,9.0,,5.0,19.0,45.0,,3.0,11.0,34.0,1.0,,2.0,7.0,3.0,2.0,178.0,86.0,5.0,6.0,4.0,4.0,35.0,10.0,22.0,2.0,50.0,21.0,19.0,38.0,12.0,129.0,58.0,4.0,10.0,6.0,,,100.0,50.0,1.0,23.0,141.0,15.0,5.0,16.0,13.0,3.0,3.0,5.0,3.0,5.0,,4.0,6.0,31.0,1.0,17.0,1.0,17.0,175.0,45.0,33.0,4.0,4.0,1539.0,20.0,14.0,19.0,755.0,3.0,,159.0,108.0,115.0,2.0,276.0,276.0,9.0,29.0,48.0,,35.0,285.0,,1.0,,23.0,233.0,633.0,14.0,36.0,227.0,94.0,10.0,29.0,97.0,52.0,192672.83935546875,,313.0,12.0,649.0,2.0,77.0,82.0,7.0,779.0,,52.0,9.0,10.0,21.0,4.0,15.0,1132.0,79.0,23.0,23.0,11.0,9.0,14.0,16.0,11.0,8.0,,2.0,1.0,,9.0,3.0,,,,6.0,4.0,1.0,1.0,1.0,1.0,,2.0,1.0,,12.0,,,46.0,,,,,,,,,1.0,,,,,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,277658.0,Danny Rose,Danny,Rose,1990-07-02,England,England,3.0,D,Left Full Back,54,204.0,38.0,14.0,12.0,2.0,415.0,8.0,2.0,57.0,605.0,,,168.0,16.0,27.0,18.0,16.0,100.0,63.0,21.0,1.0,9.0,,,3.0,,,,,1.0,,,,,4.0,2.0,4.0,1.0,2.0,2.0,18.0,,3.0,,2.0,3.0,2.0,4.0,6.0,,2.0,11.0,14.0,,,1.0,5.0,1.0,1.0,,1.0,1.0,,112.0,81.0,1.0,,,10.0,44.0,8.0,21.0,7.0,7.0,44.0,17.0,19.0,7.0,97.0,148.0,10.0,45.0,24.0,,1.0,182.0,12.0,15.0,26.0,349.0,18.0,2.0,11.0,10.0,1.0,2.0,2.0,2.0,2.0,,2.0,25.0,42.0,,22.0,3.0,22.0,41.0,171.0,91.0,1.0,10.0,1533.0,13.0,13.0,5.0,749.0,3.0,8.0,313.0,20.0,89.0,2.0,369.0,362.0,5.0,42.0,34.0,,44.0,281.0,,1.0,,10.0,216.0,572.0,20.0,26.0,240.0,68.0,52.0,43.0,65.0,62.0,172859.37084960938,,305.0,3.0,608.0,25.0,2.0,107.0,1.0,783.0,2.0,23.0,3.0,,50.0,,224.0,1417.0,35.0,27.0,27.0,48.0,10.0,25.0,14.0,34.0,8.0,,,,3.0,4.0,1.0,,,1.0,3.0,,,,,,,,,,1.0,,,5.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
3052,38011.0,Tomas Rosicky,Tomas,Rosicky,1980-10-04,Czech Republic,Czech Republic,10.0,M,Centre Attacking Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,313739.0,Jordan Rossiter,Jordan,Rossiter,1997-03-24,England,England,,M,Centre Central Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10580,314389.0,Joe Rothwell,Joe,Rothwell,1995-01-11,England,England,,M,Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,6161.0,Wayne Routledge,Wayne,Routledge,1985-01-07,England,England,15.0,M,Right Winger,54,120.0,24.0,23.0,22.0,5.0,267.0,4.0,42.0,22.0,364.0,,,4.0,43.0,12.0,27.0,16.0,175.0,107.0,22.0,11.0,4.0,1.0,,3.0,,,,2.0,1.0,,1.0,1.0,3.0,3.0,3.0,7.0,5.0,,,2.0,,2.0,,,4.0,1.0,,,,1.0,1.0,18.0,,2.0,5.0,14.0,1.0,1.0,,2.0,1.0,2.0,124.0,100.0,3.0,4.0,3.0,4.0,50.0,3.0,22.0,1.0,3.0,59.0,21.0,41.0,2.0,157.0,73.0,4.0,19.0,8.0,1.0,,71.0,54.0,5.0,28.0,183.0,24.0,3.0,43.0,39.0,4.0,3.0,1.0,1.0,,,2.0,8.0,40.0,,15.0,1.0,15.0,140.0,55.0,28.0,18.0,1.0,1927.0,12.0,13.0,9.0,558.0,,11.0,57.0,175.0,84.0,2.0,388.0,388.0,12.0,45.0,43.0,,50.0,114.0,,,,7.0,145.0,362.0,13.0,25.0,173.0,60.0,19.0,52.0,82.0,80.0,238292.98559570312,,246.0,24.0,470.0,21.0,47.0,58.0,9.0,561.0,1.0,19.0,17.0,3.0,22.0,,6.0,948.0,58.0,49.0,49.0,14.0,7.0,26.0,19.0,15.0,1.0,,,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
14285,167287.0,Charlie Rowan,Charlie,Rowan,1997-12-14,England,England,15.0,D,Centre Central Defender,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20857,217466.0,Gerónimo Rulli,Gerónimo,Rulli,1992-05-20,Argentina,Argentina,13.0,G,Goalkeeper,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,144801.0,Bacary Sagna,Bacary,Sagna,1983-02-14,France,France,33.0,D,Right Full Back,54,381.0,12.0,3.0,3.0,3.0,359.0,3.0,6.0,22.0,737.0,,,114.0,29.0,39.0,17.0,1.0,74.0,53.0,7.0,1.0,,1.0,,,1.0,,,,,,,1.0,2.0,,,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,2.0,2.0,,,,1.0,,,,,1.0,,160.0,60.0,1.0,,,4.0,13.0,1.0,7.0,6.0,,25.0,1.0,3.0,2.0,42.0,73.0,4.0,47.0,27.0,,1.0,76.0,8.0,,3.0,259.0,14.0,,14.0,12.0,2.0,,1.0,,1.0,,,28.0,65.0,,20.0,4.0,20.0,354.0,93.0,62.0,2.0,5.0,1345.0,3.0,5.0,1.0,823.0,3.0,,3.0,255.0,23.0,,139.0,138.0,2.0,33.0,25.0,,13.0,59.0,,,,2.0,169.0,728.0,4.0,8.0,416.0,19.0,48.0,4.0,26.0,26.0,150656.728515625,,201.0,7.0,442.0,29.0,6.0,53.0,1.0,832.0,,4.0,1.0,3.0,23.0,,122.0,1116.0,11.0,8.0,8.0,8.0,13.0,3.0,6.0,14.0,2.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
4796,315859.0,Mamadou Sakho,Mamadou,Sakho,1990-02-13,France,France,75.0,D,Centre Central Defender,54,133.0,10.0,1.0,1.0,,54.0,3.0,0.0,12.0,186.0,1.0,,2.0,17.0,19.0,8.0,1.0,62.0,41.0,4.0,2.0,,,,,,,,,,,,2.0,2.0,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,14.0,59.0,,,,,4.0,,4.0,4.0,,1.0,,3.0,1.0,26.0,28.0,,47.0,33.0,,,33.0,,,1.0,100.0,8.0,,6.0,6.0,,,,,,,,33.0,25.0,,15.0,3.0,15.0,34.0,43.0,24.0,2.0,12.0,687.0,3.0,1.0,,220.0,3.0,,29.0,2.0,7.0,,49.0,49.0,1.0,33.0,25.0,,4.0,77.0,,,,2.0,24.0,182.0,3.0,4.0,146.0,18.0,47.0,4.0,1.0,1.0,49015.6484375,,42.0,,80.0,13.0,0.0,28.0,,225.0,1.0,2.0,1.0,,3.0,,2.0,327.0,9.0,6.0,6.0,3.0,5.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10004,154249.0,Bakary Sako,Bakary,Sako,1988-04-26,France,Mali,26.0,M,Left/Right Winger,54,10.0,,4.0,3.0,,23.0,1.0,2.0,2.0,29.0,,,4.0,2.0,3.0,7.0,1.0,17.0,9.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,1.0,,,2.0,1.0,,1.0,3.0,1.0,,,,1.0,,,,,,,12.0,11.0,,,,,5.0,2.0,1.0,,5.0,5.0,3.0,2.0,,10.0,16.0,,,,,,3.0,0.0,2.0,2.0,17.0,,,5.0,5.0,,,,,,,,,5.0,,,,,8.0,1.0,1.0,5.0,1.0,136.0,1.0,,1.0,41.0,,2.0,10.0,0.0,17.0,,35.0,35.0,1.0,8.0,2.0,,5.0,5.0,,,,1.0,12.0,29.0,,1.0,16.0,3.0,,5.0,16.0,11.0,17386.039306640643,,17.0,1.0,42.0,4.0,2.0,6.0,1.0,42.0,,4.0,,7.0,6.0,,4.0,92.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,6.0,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,3.0,,,5.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
